FError,LOC,XP,foosball,Partays,B$+
0,44789,minimal,no,some,no
0,50538,extensive,yes,none,yes
0,8030,minimal,yes,none,no
0,11306,moderate,no,some,no
0,19284,extensive,yes,none,no
0,40515,extensive,yes,some,yes
0,17592,moderate,yes,some,yes
1,33229,moderate,yes,some,no
0,34497,extensive,no,none,no
1,42426,minimal,no,some,yes
0,10724,extensive,yes,many,yes
0,9560,extensive,no,some,yes
1,11803,minimal,yes,some,yes
1,38866,moderate,no,none,yes
0,14056,extensive,yes,some,no
0,24511,extensive,yes,some,no
0,11310,extensive,yes,none,yes
1,21446,minimal,yes,some,no
1,16564,minimal,no,some,yes
1,40149,minimal,no,many,no
1,40605,minimal,no,none,no
0,17747,minimal,no,some,yes
0,31808,minimal,yes,none,no
0,15108,moderate,no,some,no
1,78506,moderate,no,none,no
0,29115,moderate,yes,none,no
0,14483,moderate,yes,some,no
0,37184,minimal,no,none,yes
0,8211,extensive,no,some,yes
0,37277,extensive,no,some,yes
0,20442,minimal,yes,some,no
1,21840,extensive,yes,many,no
1,11168,moderate,yes,none,yes
1,43616,minimal,no,many,no
0,24319,extensive,yes,some,yes
0,8782,extensive,no,none,no
0,52920,extensive,yes,some,yes
1,21078,extensive,no,some,yes
1,25040,minimal,no,some,no
1,12358,extensive,yes,some,yes
0,4875,minimal,yes,many,no
0,15532,minimal,no,some,yes
0,36129,moderate,no,some,yes
1,55490,minimal,yes,some,yes
0,30942,moderate,yes,some,no
0,45300,extensive,yes,many,yes
0,8935,extensive,yes,none,yes
1,45290,extensive,yes,none,yes
1,57922,minimal,no,some,no
0,32466,extensive,yes,many,yes
0,37141,minimal,yes,none,yes
1,29420,moderate,no,some,yes
1,43020,extensive,no,none,yes
0,44284,extensive,yes,none,no
0,15788,minimal,yes,some,no
0,47047,moderate,yes,some,no
0,14152,minimal,yes,some,yes
0,24831,extensive,yes,some,yes
0,17587,extensive,yes,some,yes
1,29628,extensive,no,many,yes
1,34832,moderate,yes,many,no
1,35398,moderate,yes,some,no
1,38404,extensive,yes,many,yes
1,30805,moderate,no,many,yes
1,62461,moderate,yes,some,no
0,32136,extensive,yes,some,yes
1,16372,minimal,yes,some,yes
1,19812,minimal,no,none,no
0,33973,extensive,yes,some,yes
0,30131,extensive,yes,none,yes
0,12103,moderate,no,none,no
1,17845,minimal,no,some,no
0,16717,minimal,yes,some,no
0,51445,minimal,yes,none,no
0,19778,moderate,yes,some,yes
0,12638,extensive,no,many,yes
1,18311,minimal,no,none,yes
1,23103,minimal,no,some,no
0,22208,moderate,yes,some,no
0,10043,extensive,no,none,yes
1,19283,moderate,yes,many,no
0,36924,moderate,no,some,no
0,15715,minimal,yes,some,yes
0,17608,minimal,no,none,yes
1,41261,moderate,yes,many,no
1,48267,minimal,yes,none,no
0,16570,minimal,yes,none,no
0,33692,minimal,no,some,yes
1,38807,extensive,yes,some,yes
0,4604,minimal,yes,some,no
1,29396,minimal,yes,none,no
0,5212,moderate,yes,many,no
1,27920,moderate,no,some,yes
1,63237,moderate,yes,some,no
1,21792,minimal,yes,none,yes
1,42427,minimal,no,many,no
0,7868,moderate,yes,some,yes
0,21430,minimal,no,many,no
0,22978,moderate,no,none,no
0,19907,extensive,yes,some,yes
0,33015,extensive,yes,some,yes
0,17577,minimal,no,some,no
1,15599,moderate,no,some,no
1,30324,moderate,yes,some,no
0,5755,moderate,yes,none,yes
1,26090,minimal,no,many,no
1,52068,moderate,yes,some,yes
1,50686,minimal,yes,some,yes
1,48922,extensive,yes,none,no
1,15160,moderate,no,some,no
1,21208,moderate,no,none,yes
0,7403,extensive,no,none,yes
1,40173,minimal,yes,many,no
1,57448,moderate,yes,none,no
0,12213,minimal,yes,none,no
0,12459,moderate,yes,some,yes
1,58986,moderate,yes,many,no
0,12252,extensive,yes,none,yes
1,41390,minimal,yes,some,no
0,70330,extensive,yes,some,yes
0,21467,extensive,yes,none,no
0,59486,minimal,no,some,no
0,7205,minimal,no,some,yes
1,26362,minimal,yes,many,no
1,70000,extensive,yes,many,yes
1,57699,minimal,yes,some,no
1,48543,moderate,yes,none,yes
0,34766,extensive,yes,some,yes
0,15866,moderate,no,some,no
0,34236,moderate,no,some,yes
1,40844,extensive,yes,many,no
0,29788,moderate,no,some,no
1,21808,minimal,no,none,yes
1,27147,extensive,yes,none,yes
0,30426,extensive,yes,some,yes
0,27063,extensive,yes,some,yes
1,28486,extensive,yes,many,yes
0,12873,moderate,no,some,yes
1,37112,extensive,yes,many,yes
1,40546,minimal,yes,some,no
0,15088,extensive,yes,some,yes
1,34298,minimal,yes,some,no
0,25616,extensive,yes,none,yes
1,46862,minimal,yes,none,yes
0,28631,extensive,yes,some,yes
0,28078,extensive,no,none,yes
1,46968,extensive,yes,many,yes
1,31678,extensive,no,none,yes
1,32441,moderate,no,many,yes
1,28421,minimal,yes,none,no
0,40187,moderate,no,none,yes
0,25320,moderate,no,some,no
0,37366,moderate,no,none,no
0,41770,extensive,yes,many,yes
1,22098,minimal,yes,none,yes
0,13817,minimal,yes,some,no
1,57678,minimal,yes,none,no
0,29382,extensive,yes,none,yes
1,16995,moderate,yes,many,yes
1,25064,minimal,yes,none,no
0,46044,moderate,no,many,no
1,54498,minimal,no,some,no
0,49644,extensive,yes,none,yes
0,17538,minimal,no,none,yes
0,31375,extensive,no,none,yes
0,24012,extensive,no,some,yes
1,45183,moderate,no,none,yes
0,23345,minimal,no,many,no
0,20575,extensive,yes,some,yes
1,41606,moderate,yes,some,no
0,30359,moderate,no,some,yes
1,46869,moderate,yes,some,no
0,53404,minimal,no,some,no
1,54358,minimal,yes,some,yes
0,50546,minimal,yes,none,no
1,21796,moderate,yes,many,yes
1,35216,minimal,yes,none,no
0,4917,extensive,yes,none,yes
0,57452,extensive,no,some,no
0,41550,extensive,yes,none,yes
0,6866,extensive,yes,some,no
0,20620,minimal,no,none,no
0,8699,moderate,no,some,no
0,36066,extensive,yes,many,yes
0,12066,extensive,yes,some,yes
1,49116,moderate,no,some,no
0,39396,extensive,yes,none,yes
0,12724,minimal,no,some,no
0,10244,extensive,no,many,yes
0,35659,extensive,yes,none,yes
0,52696,extensive,no,some,yes
1,22195,moderate,no,many,no
0,29577,moderate,no,some,yes
1,51001,minimal,no,none,no
1,35812,moderate,yes,many,yes
1,31500,minimal,yes,some,no
1,14462,moderate,no,many,yes
1,51896,extensive,yes,many,yes
0,29917,extensive,yes,none,no
0,18491,moderate,yes,none,no
1,41643,extensive,no,some,yes
1,24387,moderate,yes,none,yes
0,10096,minimal,no,some,no
0,37461,extensive,no,some,yes
0,35843,extensive,no,none,yes
1,10000,moderate,yes,many,no
1,25531,minimal,yes,none,no
0,21787,moderate,no,many,yes
1,20550,moderate,yes,many,yes
0,13270,extensive,no,some,yes
0,38636,extensive,yes,none,yes
1,18652,moderate,no,many,yes
0,29406,extensive,yes,some,yes
0,17695,minimal,no,some,no
1,29878,minimal,yes,some,yes
0,11146,extensive,yes,many,yes
0,8163,moderate,no,some,yes
0,20921,extensive,yes,none,no
1,12640,minimal,yes,none,no
1,40685,minimal,no,some,yes
0,21893,extensive,yes,some,no
0,16215,extensive,no,some,yes
1,29789,moderate,yes,some,no
1,54695,minimal,yes,many,no
1,4754,minimal,no,many,no
0,16181,moderate,no,some,no
0,32998,moderate,yes,some,no
1,9917,minimal,no,some,no
1,23673,minimal,no,some,no
1,36893,moderate,no,some,no
0,38244,extensive,yes,none,yes
1,57031,moderate,yes,some,no
0,35701,extensive,no,some,yes
1,56746,extensive,no,none,yes
1,45493,extensive,no,many,yes
0,12696,extensive,no,some,yes
0,13176,moderate,no,many,yes
1,48858,moderate,no,none,no
1,74490,moderate,yes,some,yes
0,39030,extensive,yes,some,yes
1,68226,minimal,yes,none,no
0,45689,moderate,yes,none,yes
1,21076,minimal,yes,some,no
0,18039,moderate,no,some,no
1,79609,moderate,no,some,no
1,15158,extensive,yes,some,yes
1,42694,minimal,yes,none,yes
1,50247,minimal,no,some,yes
0,16001,minimal,yes,none,no
1,61512,extensive,yes,many,no
0,48896,minimal,yes,none,no
1,60772,moderate,yes,many,yes
0,28576,extensive,yes,some,yes
0,21378,minimal,no,some,no
1,40976,minimal,no,none,no
1,44886,minimal,yes,many,no
0,30215,extensive,yes,some,yes
0,36758,moderate,yes,some,no
0,15211,extensive,no,many,yes
0,17272,moderate,no,some,no
1,12843,moderate,no,some,yes
0,9054,extensive,no,many,no
0,27917,moderate,no,some,yes
1,26755,moderate,no,many,yes
0,43764,minimal,no,none,no
0,31028,extensive,yes,some,yes
0,27939,extensive,yes,none,yes
1,19330,moderate,yes,many,no
0,27798,minimal,yes,some,yes
0,26763,extensive,yes,none,no
0,4133,extensive,no,some,yes
0,46767,extensive,yes,some,no
1,20097,minimal,yes,none,no
0,13573,moderate,yes,some,yes
0,34232,minimal,yes,some,yes
1,14169,minimal,no,many,yes
1,35265,moderate,yes,many,yes
1,64287,moderate,no,some,no
0,17569,moderate,no,some,yes
1,24703,moderate,yes,none,no
1,17017,minimal,no,none,yes
1,39272,minimal,yes,many,no
1,17260,moderate,no,many,no
1,31129,extensive,yes,some,no
1,38712,minimal,yes,many,no
0,54107,minimal,no,none,yes
0,74353,extensive,yes,some,yes
0,17518,extensive,yes,many,yes
1,55395,moderate,yes,none,no
1,46921,minimal,no,some,no
0,25090,moderate,no,none,yes
1,14062,minimal,yes,some,no
0,24622,minimal,no,some,no
0,41188,extensive,yes,some,yes
0,29881,moderate,yes,none,yes
0,19986,extensive,yes,none,no
0,29240,moderate,yes,none,no
0,11488,minimal,yes,none,yes
0,18659,moderate,yes,some,yes
1,60896,moderate,yes,some,yes
0,11095,moderate,yes,some,no
1,53111,moderate,yes,many,yes
0,40562,minimal,yes,none,no
1,53527,extensive,no,many,yes
0,41962,extensive,no,some,yes
1,47765,minimal,no,some,no
0,56357,extensive,yes,none,yes
1,26069,minimal,yes,many,no
0,19616,minimal,yes,some,no
1,37468,moderate,yes,some,yes
1,27385,minimal,yes,some,yes
0,18205,extensive,yes,none,no
0,19194,extensive,no,none,yes
1,22495,extensive,no,none,no
1,35961,moderate,no,none,no
0,36350,minimal,yes,none,no
1,26597,moderate,yes,some,yes
1,44818,minimal,yes,some,no
1,30104,moderate,yes,some,yes
1,31298,minimal,no,some,no
0,24996,moderate,yes,none,yes
0,46353,extensive,no,many,yes
1,50498,minimal,no,many,no
0,22118,extensive,no,none,yes
1,44957,moderate,yes,many,no
1,40379,minimal,no,none,no
0,18743,moderate,yes,none,yes
0,35243,extensive,yes,some,no
1,29022,minimal,yes,many,no
1,4355,extensive,no,some,no
0,27892,extensive,no,none,yes
1,52967,moderate,yes,some,no
1,34080,moderate,yes,some,yes
1,41688,moderate,yes,many,no
1,22997,minimal,yes,many,no
1,42695,moderate,yes,none,yes
1,20401,moderate,yes,many,no
1,48847,minimal,no,none,yes
0,32047,minimal,yes,none,no
1,25379,moderate,yes,some,no
0,27722,extensive,no,some,yes
0,28379,extensive,no,some,no
1,27627,minimal,yes,many,yes
0,6729,extensive,no,none,yes
0,9595,moderate,yes,some,no
1,29366,minimal,no,none,no
1,28424,extensive,no,some,no
1,57438,moderate,no,some,no
1,33981,moderate,yes,some,no
1,50403,minimal,no,many,no
0,18009,extensive,no,some,yes
1,21929,minimal,no,none,no
0,26084,minimal,no,some,yes
0,28317,extensive,no,none,yes
1,61961,moderate,no,some,yes
0,51570,extensive,yes,some,yes
1,35392,minimal,yes,some,no
0,10268,extensive,no,some,no
0,9772,extensive,yes,some,yes
0,35865,extensive,yes,many,yes
0,21306,extensive,yes,some,yes
1,46926,moderate,no,some,yes
0,31493,moderate,no,some,yes
0,31246,minimal,yes,some,no
0,27694,extensive,no,some,yes
0,39001,extensive,yes,none,yes
1,14574,moderate,no,many,yes
0,31181,extensive,yes,none,yes
1,31265,minimal,yes,many,yes
0,26448,extensive,no,some,yes
1,43906,minimal,no,some,no
1,27017,moderate,yes,some,yes
0,19928,extensive,yes,some,yes
0,10234,extensive,no,some,no
1,18839,moderate,no,many,no
0,18464,minimal,no,some,yes
1,59353,extensive,yes,none,yes
1,39890,extensive,yes,some,yes
1,7868,moderate,yes,many,no
1,14805,minimal,no,some,no
1,31975,moderate,yes,some,no
1,37505,minimal,yes,many,no
0,18979,moderate,yes,some,yes
1,32389,minimal,no,none,no
0,22328,extensive,no,some,yes
1,66274,minimal,no,some,no
0,32232,minimal,no,none,yes
0,2817,extensive,no,some,yes
0,14178,extensive,yes,none,yes
1,76432,extensive,yes,some,yes
0,14282,minimal,no,some,no
1,42597,extensive,yes,some,yes
0,33665,minimal,yes,some,no
0,36894,extensive,yes,many,no
1,22082,extensive,no,none,yes
0,37888,moderate,yes,some,yes
0,8335,moderate,no,none,yes
0,17266,moderate,no,some,yes
1,47704,minimal,yes,some,no
1,17544,minimal,yes,none,no
1,45669,minimal,no,some,no
0,18670,extensive,yes,some,no
1,22989,moderate,no,many,no
1,5484,minimal,yes,some,yes
1,41030,minimal,yes,some,no
1,31848,minimal,yes,some,no
1,35458,minimal,yes,none,no
0,7627,moderate,yes,some,yes
0,26613,extensive,yes,many,yes
0,26405,minimal,yes,none,yes
0,39831,extensive,yes,some,yes
1,57052,minimal,yes,many,no
0,35142,extensive,no,some,yes
1,52873,minimal,yes,many,no
0,24169,minimal,yes,many,no
1,48701,minimal,no,some,yes
0,42213,moderate,yes,some,yes
1,5209,minimal,no,none,yes
0,13141,extensive,yes,none,yes
0,23463,extensive,yes,some,yes
0,17938,moderate,no,some,no
0,21562,moderate,no,some,yes
1,54207,minimal,yes,many,no
0,23903,moderate,yes,some,yes
1,43048,moderate,no,none,yes
0,27809,moderate,yes,none,yes
0,43167,extensive,no,some,yes
0,23834,moderate,yes,some,yes
0,30917,moderate,yes,none,no
0,24241,extensive,no,some,yes
0,36820,moderate,no,none,no
0,18417,moderate,yes,none,no
1,24723,moderate,yes,many,yes
0,15963,extensive,no,many,no
0,24925,extensive,yes,some,yes
1,26470,minimal,no,some,no
1,35739,minimal,yes,some,no
0,19960,minimal,no,none,no
0,24281,extensive,no,none,yes
1,58956,extensive,no,some,yes
0,41100,extensive,no,none,yes
0,5024,moderate,yes,many,no
1,58331,extensive,no,some,no
0,33798,extensive,yes,some,yes
1,54434,minimal,no,many,no
1,66459,moderate,yes,some,yes
1,6991,minimal,yes,none,no
0,38608,extensive,yes,some,yes
0,21209,extensive,yes,many,yes
0,32330,extensive,no,some,no
1,43266,moderate,yes,some,no
0,39943,moderate,yes,some,no
0,4477,extensive,no,some,yes
0,29470,extensive,yes,some,yes
1,69988,extensive,no,many,yes
1,60333,moderate,yes,some,no
0,32635,moderate,yes,none,yes
0,22152,moderate,no,none,no
0,26817,extensive,yes,some,yes
0,27847,moderate,yes,none,no
0,8827,moderate,no,many,yes
1,39904,moderate,no,some,yes
0,3482,moderate,no,none,yes
1,35802,minimal,yes,some,no
1,19160,minimal,yes,many,no
1,60739,minimal,yes,none,no
1,24511,extensive,no,none,no
0,3463,moderate,yes,some,no
0,38911,extensive,yes,none,yes
0,21589,minimal,no,some,yes
0,33155,extensive,yes,none,no
1,29419,moderate,no,some,no
1,33679,extensive,no,many,no
0,19624,minimal,no,some,no
0,33932,extensive,no,some,yes
1,75293,extensive,no,none,no
0,23930,extensive,no,some,yes
0,36367,moderate,yes,some,no
0,23511,extensive,yes,some,no
1,46358,moderate,no,some,yes
0,41491,extensive,yes,some,yes
1,20225,minimal,no,some,yes
0,14794,moderate,yes,none,yes
0,25450,moderate,yes,none,yes
0,36429,extensive,yes,none,yes
0,10643,extensive,no,some,no
0,33378,extensive,yes,some,yes
0,6436,minimal,no,some,no
1,11334,moderate,no,none,no
0,17144,minimal,yes,some,no
1,24730,minimal,no,many,no
0,40431,moderate,no,none,yes
0,19964,minimal,no,many,no
1,58286,extensive,yes,none,yes
0,8732,extensive,yes,some,yes
0,50278,extensive,yes,some,no
1,25534,minimal,no,many,yes
0,4562,extensive,no,many,yes
0,46738,extensive,yes,some,yes
1,33477,minimal,no,some,yes
0,36307,moderate,no,some,no
1,6404,moderate,no,some,yes
0,36904,extensive,no,none,yes
1,22685,minimal,yes,none,no
1,40382,minimal,no,some,no
0,28990,extensive,no,some,yes
0,35437,moderate,yes,some,yes
1,67662,minimal,yes,some,no
0,11159,extensive,no,none,yes
1,30089,minimal,no,none,yes
0,23602,moderate,yes,none,yes
0,31210,extensive,yes,some,no
0,36645,moderate,no,some,no
0,22619,extensive,yes,none,no
0,8353,moderate,yes,some,yes
0,23287,moderate,no,some,no
1,13345,minimal,yes,some,no
1,23745,moderate,yes,none,no
1,20243,minimal,yes,none,no
0,25357,extensive,no,many,yes
1,63411,extensive,no,none,no
1,35036,extensive,no,some,yes
1,50538,moderate,no,some,yes
0,61870,moderate,no,many,yes
1,27743,moderate,no,none,yes
0,18096,moderate,yes,none,yes
0,30156,moderate,yes,some,yes
1,46664,minimal,no,many,no
0,18671,extensive,yes,some,yes
1,46007,moderate,no,none,yes
1,10111,minimal,yes,some,no
1,30124,extensive,yes,many,yes
0,22815,extensive,yes,some,yes
1,24385,minimal,no,some,no
1,24935,minimal,yes,some,yes
0,22227,extensive,no,some,no
0,13817,minimal,no,many,no
0,50529,moderate,no,none,no
0,22429,extensive,yes,none,yes
0,23767,moderate,yes,many,no
0,32027,extensive,no,some,no
0,19933,moderate,no,some,yes
1,12843,moderate,no,many,no
1,31546,minimal,no,some,no
0,11955,minimal,no,some,no
0,58749,extensive,no,none,yes
0,21091,extensive,no,none,yes
1,43758,minimal,yes,some,no
1,36673,minimal,yes,some,no
0,36057,extensive,yes,none,yes
1,2860,minimal,yes,none,yes
0,39348,moderate,yes,some,yes
0,51809,extensive,no,none,yes
1,7792,extensive,yes,some,yes
1,38779,moderate,yes,some,yes
0,33854,moderate,yes,none,yes
0,14951,extensive,yes,none,yes
0,30542,moderate,yes,some,no
1,48024,moderate,no,many,no
1,26340,moderate,no,none,yes
0,9928,extensive,no,some,no
0,60140,extensive,yes,none,yes
0,39643,minimal,no,some,yes
0,6959,extensive,yes,many,yes
0,30952,extensive,yes,some,no
0,29027,extensive,yes,none,yes
1,48416,moderate,yes,none,no
1,34194,minimal,no,some,yes
1,34817,moderate,yes,none,yes
1,33346,moderate,no,some,no
1,44000,minimal,yes,many,no
0,49420,moderate,yes,none,yes
0,20772,extensive,no,some,no
0,17060,extensive,yes,none,yes
1,21257,minimal,yes,some,no
0,21624,minimal,no,many,yes
0,43535,moderate,yes,none,yes
1,9757,minimal,yes,some,no
0,21513,extensive,yes,none,yes
1,43216,minimal,no,none,no
0,6108,minimal,no,none,no
1,62498,extensive,yes,some,no
1,36279,minimal,yes,none,no
1,24107,minimal,no,some,no
1,53186,moderate,no,some,no
0,22084,moderate,no,some,no
0,28489,extensive,yes,none,yes
1,31055,moderate,no,some,no
0,37076,extensive,yes,some,yes
0,23561,moderate,yes,some,yes
1,50114,extensive,yes,some,no
0,33166,moderate,no,some,yes
1,23167,minimal,yes,some,no
0,14953,extensive,yes,some,no
0,16870,moderate,yes,none,no
1,19672,minimal,no,none,yes
0,14551,extensive,yes,some,yes
0,38287,extensive,yes,none,yes
0,69833,moderate,yes,none,no
1,17124,extensive,yes,many,yes
0,10951,moderate,yes,some,no
1,33553,extensive,no,some,no
1,30976,moderate,no,some,no
1,43436,minimal,yes,some,no
1,30387,moderate,no,none,yes
1,32683,moderate,no,many,no
0,5003,extensive,no,none,yes
1,30583,minimal,yes,none,no
1,36930,minimal,yes,many,no
1,39243,minimal,yes,many,no
1,36478,moderate,yes,some,yes
1,44491,moderate,yes,none,no
0,17093,minimal,yes,some,no
0,15853,moderate,yes,many,no
1,13222,minimal,yes,many,yes
1,68675,minimal,no,none,no
1,43930,extensive,yes,many,no
0,23514,moderate,no,some,yes
0,35798,moderate,no,none,no
1,39964,minimal,yes,some,yes
1,23990,minimal,no,none,yes
0,26671,extensive,no,some,yes
1,26430,extensive,yes,many,yes
0,18647,minimal,yes,some,no
1,21947,moderate,yes,none,yes
0,24374,extensive,yes,some,no
0,21670,extensive,yes,some,yes
1,31074,minimal,no,some,no
1,14748,minimal,no,some,no
0,14487,minimal,no,some,no
0,24918,extensive,no,some,yes
0,7401,extensive,yes,some,yes
0,26493,minimal,yes,some,no
1,14127,moderate,no,some,yes
1,24669,extensive,no,many,yes
0,15795,minimal,no,many,no
0,24813,moderate,yes,some,no
0,25079,extensive,no,some,yes
0,12376,extensive,yes,many,no
0,10987,moderate,yes,none,no
0,13354,extensive,yes,some,yes
1,74082,extensive,yes,none,yes
1,18397,minimal,yes,some,no
1,29861,moderate,no,many,yes
0,23962,extensive,yes,many,no
1,36712,extensive,yes,some,no
0,30997,extensive,no,many,yes
0,22942,minimal,no,none,no
0,31101,minimal,yes,none,no
0,15459,moderate,yes,some,no
0,23520,extensive,yes,some,yes
0,29074,extensive,no,some,yes
0,24822,moderate,no,some,no
0,28665,extensive,no,some,yes
0,18908,moderate,yes,none,no
0,51365,minimal,yes,some,no
0,23708,minimal,yes,some,no
0,19931,moderate,yes,none,yes
0,8340,moderate,yes,some,yes
1,42326,minimal,yes,some,no
0,32422,moderate,yes,many,yes
1,27202,minimal,yes,some,no
0,25155,moderate,no,some,yes
0,5938,moderate,yes,none,no
0,42855,extensive,yes,many,yes
0,26776,extensive,yes,none,yes
0,26763,extensive,yes,some,yes
1,41589,extensive,yes,none,yes
0,19725,moderate,yes,none,yes
1,20081,minimal,yes,none,no
1,54933,minimal,no,none,no
0,21008,extensive,no,some,yes
0,18218,minimal,yes,some,no
0,19641,minimal,yes,none,no
0,15332,moderate,yes,some,no
0,43002,extensive,yes,some,yes
1,35304,moderate,no,none,no
1,12970,minimal,yes,many,no
0,62285,extensive,no,some,yes
0,28543,moderate,yes,some,no
1,14797,minimal,yes,many,no
1,60565,extensive,yes,many,yes
0,48017,extensive,yes,some,yes
0,17229,extensive,yes,some,no
1,36766,moderate,no,many,no
0,11677,moderate,no,some,no
0,30506,extensive,no,some,yes
0,9178,extensive,yes,some,yes
1,21254,minimal,yes,some,no
1,15053,moderate,no,some,no
1,44200,extensive,yes,many,yes
1,13429,moderate,no,some,yes
1,33942,extensive,yes,many,yes
1,56645,moderate,yes,some,yes
0,15164,extensive,no,none,no
1,61857,extensive,yes,many,no
0,40127,extensive,yes,some,no
0,15556,moderate,yes,some,yes
0,29280,extensive,yes,some,yes
1,62639,minimal,yes,some,no
0,12082,minimal,yes,some,no
1,22237,minimal,yes,some,no
1,26903,minimal,no,none,no
0,7118,moderate,yes,some,yes
1,61501,moderate,no,none,yes
1,17622,minimal,no,many,no
0,6092,minimal,yes,many,no
0,32431,moderate,no,some,yes
1,62342,extensive,no,many,no
0,5382,extensive,yes,some,yes
1,54354,minimal,yes,some,no
1,39090,moderate,yes,some,no
0,33154,extensive,yes,some,yes
0,57334,minimal,no,some,no
0,22778,minimal,yes,none,no
1,37381,minimal,yes,some,yes
0,17341,minimal,yes,none,no
1,43885,extensive,yes,many,yes
0,19436,moderate,yes,some,no
0,21290,moderate,no,some,yes
0,7189,minimal,no,some,yes
0,13776,minimal,yes,some,no
0,35932,moderate,yes,some,no
1,21524,moderate,no,many,yes
0,40868,moderate,yes,some,yes
0,35786,minimal,no,some,no
1,46094,moderate,yes,some,no
0,8089,extensive,yes,some,yes
0,19397,moderate,yes,some,no
1,49817,moderate,no,none,no
1,25429,minimal,yes,some,no
0,13406,moderate,yes,many,no
1,49619,moderate,no,none,yes
1,59197,moderate,no,many,yes
0,22032,moderate,no,some,no
0,63521,extensive,no,none,yes
0,13529,moderate,yes,some,yes
1,23260,moderate,no,many,no
0,17569,extensive,yes,many,no
1,40096,moderate,yes,none,yes
1,37758,moderate,yes,many,yes
0,24460,extensive,no,some,no
0,30497,extensive,no,some,yes
1,17439,minimal,yes,none,no
1,33130,extensive,yes,many,no
0,10869,extensive,yes,some,no
1,22507,minimal,yes,none,no
1,21760,moderate,no,some,yes
1,20232,minimal,yes,some,no
0,14405,minimal,yes,none,no
1,20701,minimal,yes,many,no
0,40177,minimal,no,some,no
1,14250,moderate,yes,many,no
0,20697,moderate,no,none,yes
0,22453,moderate,yes,some,yes
1,24099,moderate,yes,many,yes
1,54651,minimal,no,some,no
0,36090,extensive,no,some,yes
1,68240,moderate,yes,some,yes
1,15120,minimal,no,many,yes
1,47784,moderate,no,some,no
0,26676,extensive,yes,some,yes
0,5932,extensive,yes,some,no
0,27185,extensive,yes,many,yes
0,11940,minimal,yes,some,no
1,30359,moderate,no,none,no
1,6252,minimal,yes,some,yes
1,30544,extensive,no,some,yes
0,44264,minimal,yes,some,no
0,21364,moderate,yes,some,yes
0,23365,moderate,yes,many,no
0,19555,moderate,yes,none,no
1,23720,minimal,yes,none,no
1,45553,moderate,yes,some,no
0,19560,moderate,yes,some,yes
1,18776,moderate,no,none,yes
0,18202,moderate,yes,some,no
1,20276,minimal,no,some,no
0,8536,moderate,no,none,yes
0,34301,extensive,yes,none,no
1,64068,minimal,yes,some,no
1,47756,moderate,yes,some,yes
0,9145,extensive,yes,none,yes
0,25202,extensive,yes,none,yes
1,14758,minimal,yes,many,no
0,18984,extensive,yes,none,no
0,47296,minimal,no,some,no
1,45562,moderate,yes,some,no
0,18181,minimal,no,some,no
1,35930,minimal,yes,some,no
0,16915,extensive,no,some,yes
1,54723,moderate,no,some,no
1,42777,minimal,yes,some,yes
0,6600,minimal,no,none,yes
0,27986,moderate,no,some,no
0,15365,moderate,yes,some,no
1,36500,minimal,yes,some,no
1,36155,minimal,yes,none,no
1,46541,minimal,yes,some,no
1,20908,minimal,no,some,no
1,24309,minimal,yes,none,yes
0,21559,moderate,no,none,no
1,22888,minimal,yes,none,no
0,26624,moderate,yes,some,yes
0,18046,extensive,yes,some,yes
1,27101,minimal,yes,some,no
1,10058,minimal,no,some,no
1,53546,minimal,no,many,no
1,16208,minimal,yes,none,no
1,49287,moderate,yes,some,no
1,16944,moderate,no,many,yes
0,11661,moderate,yes,some,no
1,48655,extensive,no,some,yes
1,22984,moderate,no,many,yes
0,21020,extensive,yes,some,yes
0,27241,extensive,yes,some,yes
1,32367,minimal,no,none,yes
0,58812,minimal,no,none,no
0,35575,extensive,yes,some,yes
1,53343,minimal,yes,some,no
0,8077,extensive,yes,many,yes
1,34125,extensive,yes,many,yes
0,52420,minimal,no,some,no
0,38667,minimal,yes,some,no
0,31863,extensive,no,none,yes
0,9327,extensive,yes,many,yes
0,33550,minimal,no,some,yes
0,9104,moderate,yes,many,no
1,36952,minimal,yes,many,yes
1,53741,minimal,no,some,no
0,13727,extensive,no,none,yes
0,30469,moderate,yes,some,yes
1,72956,minimal,no,some,no
1,19962,minimal,yes,none,no
0,3308,minimal,yes,none,no
0,18195,minimal,yes,some,no
0,28248,extensive,no,some,yes
1,60740,extensive,no,many,yes
0,10375,extensive,yes,many,yes
1,46362,moderate,yes,none,yes
1,32208,minimal,no,none,no
1,41988,moderate,yes,none,yes
0,18321,moderate,no,none,no
0,35641,extensive,yes,some,yes
1,36474,moderate,yes,some,no
1,41297,minimal,no,some,no
0,7135,extensive,yes,some,yes
0,22073,moderate,no,many,no
1,24591,minimal,yes,some,no
0,26147,moderate,yes,many,yes
1,5099,minimal,yes,some,no
0,12376,moderate,yes,some,yes
0,13026,moderate,yes,none,yes
1,32729,minimal,yes,some,yes
1,27423,minimal,yes,some,no
1,55325,moderate,yes,none,yes
0,47280,minimal,yes,none,no
0,50193,extensive,yes,some,yes
1,44649,minimal,no,some,yes
0,8391,moderate,no,none,no
1,26988,moderate,no,some,yes
1,20196,moderate,yes,many,yes
1,30142,minimal,yes,many,yes
0,23658,moderate,no,none,yes
1,29080,minimal,no,none,no
1,6670,minimal,yes,many,no
0,36313,minimal,no,none,yes
1,49128,moderate,yes,some,no
