FError,LOC,XP,foosball,Partays,B$+
0,7358,moderate,yes,none,no
1,48147,moderate,no,some,yes
1,24609,moderate,yes,many,no
1,18234,moderate,yes,many,yes
1,20728,minimal,no,some,no
0,19528,moderate,no,none,no
1,58183,minimal,no,many,no
1,22726,minimal,yes,none,no
0,51018,extensive,no,some,yes
0,4239,extensive,yes,some,yes
0,30509,extensive,yes,some,no
0,26960,moderate,yes,none,no
0,22532,extensive,yes,many,yes
0,12937,minimal,yes,some,no
0,39184,extensive,yes,some,no
1,41122,minimal,no,many,no
1,25603,extensive,yes,some,yes
0,18573,extensive,yes,none,yes
1,40124,minimal,no,none,no
1,40646,minimal,yes,many,no
0,16137,extensive,yes,none,yes
1,33678,extensive,no,many,yes
0,36717,extensive,no,many,yes
1,53333,minimal,no,some,no
0,18639,extensive,yes,many,no
1,51969,extensive,yes,none,no
0,25887,extensive,yes,some,yes
0,20247,minimal,yes,many,no
1,79771,minimal,no,some,yes
1,58003,minimal,yes,some,no
0,17624,extensive,no,some,yes
1,17081,extensive,yes,many,no
1,10653,minimal,yes,none,yes
0,18636,extensive,no,none,no
0,31573,extensive,no,none,no
0,38550,moderate,yes,some,no
0,8903,moderate,no,some,no
1,20807,minimal,no,many,no
1,16622,minimal,yes,many,yes
0,5524,minimal,no,many,yes
1,10173,minimal,yes,some,no
1,21143,minimal,no,some,no
0,9707,moderate,no,many,yes
1,31519,moderate,yes,many,no
0,9152,extensive,no,none,yes
0,27944,moderate,yes,some,no
1,27777,minimal,yes,some,no
0,13146,minimal,yes,some,no
0,14840,extensive,yes,none,yes
0,26437,moderate,yes,many,yes
1,60321,extensive,no,some,no
1,17489,minimal,no,many,yes
1,29761,minimal,yes,some,yes
1,37472,minimal,yes,some,yes
1,16442,minimal,no,some,no
1,67536,minimal,no,some,no
0,27370,moderate,no,some,yes
0,7505,extensive,no,none,yes
1,46840,minimal,no,none,no
1,50619,minimal,yes,many,no
0,15488,minimal,yes,some,yes
1,22460,minimal,no,none,no
0,6821,minimal,no,none,no
1,41779,extensive,no,many,yes
0,19987,extensive,no,none,no
0,15276,extensive,no,some,no
0,5250,minimal,yes,some,no
0,23720,extensive,no,none,no
1,31073,minimal,yes,many,yes
0,20224,moderate,no,some,yes
1,26390,minimal,yes,none,no
0,16882,minimal,no,none,yes
0,34474,extensive,no,some,yes
0,28536,extensive,yes,none,yes
1,36434,minimal,no,none,no
1,26740,minimal,no,none,yes
1,38075,minimal,yes,none,no
0,18943,moderate,yes,many,yes
0,33964,moderate,no,some,no
0,19272,moderate,no,some,yes
1,71396,extensive,yes,many,no
0,26705,extensive,yes,some,yes
0,25455,moderate,yes,some,yes
0,13796,moderate,yes,some,yes
0,42353,extensive,yes,some,yes
0,14076,moderate,yes,none,no
0,5657,minimal,no,many,yes
0,53251,extensive,no,some,no
1,34834,moderate,no,none,no
1,21318,extensive,yes,some,yes
0,8521,minimal,yes,many,yes
1,23170,minimal,yes,none,yes
1,24474,moderate,no,many,yes
0,21420,extensive,yes,some,no
0,12417,moderate,no,many,yes
1,44271,minimal,yes,some,no
1,48734,minimal,no,none,no
0,9960,moderate,yes,some,yes
0,18901,extensive,yes,none,yes
1,34756,minimal,yes,some,yes
1,40954,minimal,yes,many,no
0,25180,minimal,no,some,no
0,28041,minimal,no,many,no
1,41030,extensive,yes,none,yes
0,36678,extensive,no,none,yes
0,28642,extensive,no,some,yes
0,23698,extensive,no,none,no
1,35959,moderate,yes,some,no
1,34950,minimal,yes,some,yes
0,21059,extensive,no,many,yes
0,20285,extensive,no,some,no
0,38271,extensive,yes,some,yes
0,29709,extensive,yes,some,yes
1,46026,minimal,yes,none,no
1,54275,extensive,no,some,yes
0,20349,extensive,yes,none,yes
1,23602,moderate,yes,none,no
0,25972,extensive,yes,some,yes
0,28606,extensive,no,some,no
0,18239,extensive,no,none,yes
0,15491,minimal,no,some,no
1,24534,moderate,yes,none,no
0,43666,minimal,yes,some,yes
1,28158,minimal,yes,some,yes
0,46864,moderate,yes,some,yes
0,28565,minimal,yes,some,no
0,12662,extensive,no,some,yes
1,29163,moderate,yes,many,yes
1,16890,moderate,yes,none,no
0,25774,minimal,yes,some,no
1,70733,minimal,yes,none,no
0,25517,minimal,no,some,no
1,28593,moderate,no,many,no
0,10685,extensive,yes,many,no
1,63127,extensive,no,some,yes
0,26499,minimal,yes,some,no
1,49859,minimal,no,many,no
1,42419,moderate,no,many,no
0,24262,extensive,no,some,yes
1,53778,minimal,yes,many,yes
1,32666,minimal,no,some,no
1,25181,moderate,yes,many,yes
1,35088,moderate,yes,many,yes
0,21825,moderate,yes,some,yes
0,20565,extensive,yes,none,yes
0,18199,moderate,yes,none,no
1,31988,extensive,no,some,yes
0,24743,extensive,yes,some,yes
1,26726,minimal,no,none,no
1,29191,minimal,yes,some,no
1,33484,minimal,no,none,no
0,24344,moderate,yes,some,yes
0,30881,moderate,yes,none,no
0,30250,extensive,no,none,yes
1,10115,minimal,no,many,no
0,12338,minimal,no,none,no
0,10597,moderate,no,none,no
1,36224,minimal,yes,many,yes
1,32198,minimal,yes,some,no
1,24133,moderate,yes,many,no
0,43253,moderate,no,some,no
1,27430,minimal,yes,some,no
1,36241,minimal,no,many,no
1,11834,moderate,yes,many,yes
1,62433,moderate,yes,many,no
1,54182,minimal,no,none,no
1,16366,moderate,yes,some,yes
1,48550,minimal,no,none,no
1,17239,moderate,yes,none,yes
1,8290,minimal,yes,none,no
0,14605,minimal,no,many,yes
0,3829,extensive,yes,none,no
1,73067,extensive,yes,some,no
1,30229,minimal,yes,none,no
0,42500,extensive,yes,some,yes
1,8568,moderate,yes,none,yes
0,30547,moderate,yes,none,no
1,32918,extensive,no,many,no
1,20043,minimal,yes,many,no
0,27918,moderate,no,some,yes
0,30838,extensive,yes,none,yes
1,50917,extensive,yes,many,yes
0,28809,moderate,no,none,yes
1,39513,moderate,yes,many,no
1,7910,moderate,no,some,yes
0,34499,extensive,no,none,yes
0,11721,minimal,no,some,yes
1,14975,minimal,yes,many,yes
1,41018,minimal,yes,many,yes
1,61200,moderate,no,some,yes
1,30119,moderate,yes,many,yes
0,11745,minimal,no,none,no
1,27669,moderate,yes,some,yes
0,30623,extensive,yes,some,yes
0,32992,extensive,no,some,yes
0,13470,moderate,yes,none,yes
1,14258,minimal,yes,some,no
1,18307,minimal,yes,some,yes
0,41539,extensive,yes,some,yes
0,42079,extensive,yes,none,yes
0,14604,moderate,no,some,no
1,29891,moderate,yes,some,no
1,33424,minimal,yes,some,no
0,28964,extensive,no,none,yes
0,8896,minimal,yes,some,no
0,13289,extensive,yes,some,yes
0,10618,moderate,no,some,yes
1,29825,extensive,yes,many,yes
0,31891,extensive,no,none,no
1,47562,minimal,no,some,yes
0,16367,extensive,no,many,yes
0,13951,moderate,yes,some,yes
1,38181,extensive,no,none,no
0,24865,moderate,no,some,no
1,35020,moderate,yes,some,no
1,30296,extensive,no,many,yes
0,15648,minimal,yes,some,no
1,14251,minimal,no,none,no
0,22255,moderate,yes,some,yes
0,11056,minimal,no,some,yes
1,37519,extensive,yes,none,yes
1,10734,minimal,no,some,yes
1,23512,minimal,yes,many,no
0,15063,extensive,no,many,no
0,17199,minimal,no,none,no
1,37904,minimal,no,some,no
0,21299,moderate,yes,some,yes
1,34401,minimal,yes,none,no
1,76097,minimal,no,some,no
1,74566,moderate,no,some,no
1,43325,minimal,yes,some,no
1,34186,minimal,no,some,no
1,26133,minimal,yes,many,no
0,18288,extensive,no,some,yes
1,23777,minimal,no,many,yes
0,21945,minimal,yes,none,no
1,14780,minimal,no,some,no
0,40129,minimal,no,none,no
1,18599,minimal,no,some,no
0,35815,extensive,yes,some,yes
0,30942,extensive,yes,none,yes
1,7524,minimal,yes,some,yes
1,36860,extensive,no,some,yes
0,14126,extensive,no,none,no
0,28336,minimal,no,none,no
1,43747,minimal,yes,some,no
0,39598,extensive,yes,some,no
1,60480,minimal,no,some,no
1,52834,minimal,no,none,no
1,10653,minimal,yes,none,no
1,26365,moderate,yes,some,no
0,9345,moderate,yes,some,yes
1,32720,minimal,yes,some,no
0,7418,extensive,no,many,no
1,47389,minimal,no,some,no
1,61386,extensive,yes,some,yes
0,18147,extensive,yes,some,yes
1,50429,moderate,yes,some,yes
0,3280,extensive,no,some,yes
1,36879,moderate,no,some,no
1,23483,moderate,yes,many,no
1,43271,minimal,yes,none,no
0,32217,extensive,yes,many,yes
1,24266,minimal,yes,some,no
0,29824,minimal,no,some,no
0,14260,moderate,yes,some,no
1,32107,minimal,yes,some,no
1,26974,minimal,no,none,no
1,26033,minimal,no,some,no
0,15388,moderate,yes,some,no
0,28451,minimal,yes,some,no
1,83715,minimal,no,none,no
0,10040,extensive,yes,some,yes
1,44404,minimal,no,none,no
0,31823,moderate,no,some,no
1,34326,extensive,yes,many,yes
0,36495,extensive,no,some,yes
0,35346,extensive,yes,none,no
0,28234,extensive,yes,none,yes
0,48565,moderate,yes,some,no
0,25663,extensive,no,some,yes
0,27688,extensive,no,some,yes
1,16662,minimal,no,none,no
1,35748,extensive,no,many,yes
0,13995,minimal,no,some,no
0,30869,extensive,yes,many,yes
1,35073,minimal,yes,some,no
0,21843,moderate,no,none,yes
1,23781,minimal,no,none,no
0,22586,extensive,yes,none,no
1,61087,moderate,yes,some,yes
0,60074,extensive,no,some,no
1,17740,moderate,no,many,no
0,8048,extensive,no,some,yes
1,43978,minimal,yes,some,yes
0,25884,extensive,yes,some,yes
0,6123,minimal,yes,some,no
0,9313,extensive,no,some,yes
0,19808,moderate,yes,some,yes
1,20285,minimal,yes,many,yes
0,26243,minimal,yes,some,no
1,39908,minimal,yes,some,no
0,3836,minimal,no,many,no
1,50128,moderate,no,many,no
0,33424,extensive,no,many,yes
1,64255,extensive,yes,some,no
1,43825,moderate,yes,none,yes
1,50074,extensive,yes,some,yes
0,29682,extensive,yes,none,yes
0,12159,moderate,yes,many,no
1,34813,moderate,no,none,yes
1,79448,extensive,no,some,yes
1,33930,moderate,no,some,no
0,33478,extensive,yes,some,no
1,51077,minimal,yes,some,yes
1,32439,minimal,no,many,no
1,14020,minimal,yes,many,no
1,48642,moderate,yes,some,no
1,12672,extensive,no,some,yes
1,39685,moderate,yes,some,yes
1,37589,minimal,no,some,no
0,35446,extensive,no,some,yes
0,7597,extensive,no,none,yes
0,10128,extensive,no,some,yes
0,24758,moderate,yes,some,yes
1,35890,minimal,no,some,no
1,15393,minimal,yes,some,no
0,24809,moderate,no,some,yes
0,32953,moderate,yes,some,yes
1,68095,minimal,yes,some,no
1,56355,minimal,yes,many,no
0,6115,moderate,yes,some,yes
1,59819,moderate,no,some,no
1,19804,minimal,yes,some,no
0,29543,extensive,no,some,no
0,21700,extensive,no,some,yes
1,17589,minimal,no,some,no
0,32458,moderate,yes,some,no
0,11387,moderate,yes,some,no
0,29777,moderate,no,none,no
0,19113,minimal,yes,none,no
0,14332,minimal,yes,none,no
1,44641,minimal,yes,some,yes
1,49732,moderate,no,some,no
1,44666,moderate,no,many,no
0,7615,moderate,no,some,no
0,17247,minimal,no,many,yes
1,38143,minimal,yes,some,no
0,11537,extensive,no,many,yes
1,52902,minimal,no,none,no
1,17689,extensive,no,many,yes
1,63379,minimal,yes,some,no
0,22337,extensive,no,many,yes
1,38737,extensive,yes,some,no
0,25010,extensive,yes,none,no
1,15027,moderate,yes,none,no
1,28528,moderate,no,none,no
0,24244,minimal,yes,none,no
0,18471,extensive,yes,some,yes
0,30440,minimal,yes,some,yes
1,41753,minimal,no,some,no
0,10880,moderate,yes,some,yes
1,40840,moderate,yes,some,yes
1,36394,moderate,yes,many,no
1,11019,minimal,no,none,no
0,29675,moderate,no,none,yes
0,18544,minimal,yes,many,yes
0,12038,moderate,yes,some,yes
0,33929,extensive,no,some,yes
0,22409,moderate,yes,some,no
1,25290,minimal,yes,some,no
1,58983,moderate,yes,some,no
0,36546,extensive,yes,some,yes
1,44330,moderate,yes,some,no
0,26031,extensive,yes,some,yes
1,14646,moderate,no,many,yes
1,66148,extensive,no,none,yes
1,64030,minimal,no,many,no
0,25088,extensive,yes,some,no
1,58102,minimal,yes,none,no
0,9992,moderate,yes,some,no
1,14247,minimal,no,many,yes
1,18252,moderate,yes,none,yes
0,23283,minimal,no,some,no
0,44896,extensive,yes,none,yes
1,42277,minimal,no,some,no
1,15214,minimal,yes,many,no
1,59391,minimal,yes,none,no
0,4044,minimal,yes,some,no
0,3579,minimal,no,many,yes
1,41511,minimal,no,some,no
1,5818,minimal,yes,none,no
0,14955,moderate,no,some,no
1,30385,moderate,yes,some,no
1,33897,moderate,no,many,yes
1,33372,minimal,yes,many,no
1,38557,minimal,no,some,yes
0,44680,extensive,no,none,no
0,16366,moderate,yes,some,no
1,61569,minimal,yes,some,no
1,49500,extensive,no,some,no
1,43615,moderate,yes,some,no
1,40171,moderate,no,many,no
0,17099,moderate,no,none,yes
0,18328,minimal,yes,some,no
0,32228,moderate,yes,none,yes
0,21193,extensive,yes,some,yes
1,30077,minimal,yes,some,no
0,10611,moderate,no,some,yes
0,39976,moderate,yes,some,yes
0,23616,extensive,yes,some,no
1,23645,extensive,yes,many,yes
1,37402,moderate,yes,many,yes
0,13321,moderate,no,some,yes
0,21648,moderate,yes,some,yes
1,14284,minimal,yes,many,no
0,54411,moderate,yes,some,no
0,6803,extensive,no,some,yes
1,55429,moderate,no,many,yes
1,69266,minimal,yes,some,no
0,15302,minimal,yes,none,no
0,22339,moderate,yes,none,yes
1,43572,minimal,yes,some,no
1,64893,extensive,no,some,yes
0,30396,moderate,yes,some,yes
1,31239,moderate,no,many,no
0,18485,minimal,yes,many,no
1,25918,moderate,no,some,yes
1,32527,moderate,no,some,no
1,45009,extensive,no,some,yes
0,19095,extensive,no,some,yes
0,19496,minimal,no,none,no
1,41855,moderate,no,none,yes
1,45520,minimal,yes,some,no
1,20354,moderate,no,some,yes
1,28329,minimal,yes,some,no
0,22168,extensive,yes,many,yes
0,20674,moderate,yes,none,yes
0,26325,extensive,yes,none,yes
1,18883,moderate,yes,none,no
1,8095,moderate,no,some,yes
1,41527,minimal,no,some,yes
1,34511,moderate,yes,many,yes
1,50606,minimal,yes,many,no
1,45591,moderate,no,some,yes
0,14686,extensive,no,many,no
1,34176,moderate,no,many,no
1,25708,minimal,yes,many,no
0,26899,moderate,yes,some,yes
1,5606,minimal,no,some,no
1,10964,minimal,no,some,yes
0,24133,extensive,yes,some,no
0,25097,extensive,yes,some,yes
0,23688,extensive,yes,none,yes
0,10997,extensive,no,some,no
1,13754,moderate,yes,none,yes
0,8603,extensive,no,some,yes
1,20633,moderate,no,some,no
1,46388,extensive,yes,some,no
0,19027,moderate,yes,some,yes
1,17906,minimal,yes,many,no
1,21792,moderate,no,many,no
0,30652,moderate,no,many,yes
1,54650,minimal,yes,none,no
0,35419,minimal,no,some,no
1,45512,minimal,no,none,no
0,20654,extensive,yes,some,yes
1,20593,extensive,yes,many,no
1,23413,moderate,yes,many,yes
0,31822,extensive,yes,many,yes
0,45738,extensive,yes,some,no
1,5085,moderate,no,none,no
0,13251,extensive,no,some,yes
1,22680,moderate,yes,some,yes
0,15289,extensive,no,many,yes
0,32625,moderate,no,many,yes
1,30805,minimal,no,some,no
0,27443,minimal,yes,none,no
0,8596,extensive,yes,none,no
1,35606,minimal,yes,none,no
1,21535,extensive,yes,none,yes
1,20754,moderate,yes,some,no
0,17327,minimal,no,none,yes
0,34793,moderate,no,many,no
0,12558,moderate,no,none,yes
1,23775,extensive,yes,none,no
0,34932,minimal,yes,none,no
1,45570,moderate,yes,some,yes
1,61987,moderate,yes,some,no
1,63741,minimal,no,some,yes
0,26643,moderate,yes,none,no
1,35010,moderate,yes,none,yes
0,19122,extensive,no,some,yes
1,20919,minimal,no,none,no
1,28973,minimal,yes,none,no
0,51740,moderate,yes,none,no
0,17561,extensive,yes,none,yes
0,25024,extensive,no,none,yes
1,22541,extensive,no,none,no
0,35312,extensive,no,none,yes
0,14136,minimal,yes,some,no
1,59169,moderate,yes,some,yes
1,10757,minimal,no,none,no
0,13962,moderate,yes,some,no
1,17062,moderate,no,none,yes
0,28056,minimal,no,some,no
0,30160,minimal,no,some,yes
0,26478,extensive,yes,some,yes
0,49489,moderate,no,some,no
0,22768,extensive,yes,many,yes
0,20213,minimal,yes,none,no
1,30081,minimal,yes,some,no
0,29363,moderate,no,some,no
1,58328,minimal,yes,some,yes
1,32559,minimal,yes,none,no
1,49847,moderate,no,some,yes
1,38983,moderate,yes,none,yes
0,10156,minimal,no,none,no
0,11610,moderate,no,none,no
0,30692,moderate,yes,some,yes
0,38472,extensive,yes,some,yes
1,25923,minimal,yes,none,yes
1,36630,minimal,yes,some,no
0,21275,moderate,yes,some,yes
0,11382,moderate,yes,many,yes
0,26846,moderate,yes,many,yes
0,5721,minimal,yes,many,no
0,41770,extensive,yes,some,yes
1,48257,moderate,yes,some,yes
1,24992,moderate,yes,some,no
0,33901,minimal,yes,none,yes
0,12209,minimal,no,some,yes
0,33231,moderate,no,some,yes
0,19284,moderate,yes,many,no
1,55451,minimal,yes,some,no
0,26112,minimal,yes,some,yes
0,12595,extensive,yes,some,yes
0,26497,moderate,no,many,yes
0,24766,extensive,no,none,yes
0,29232,extensive,no,none,yes
0,10997,extensive,yes,some,yes
0,44602,moderate,yes,none,no
1,27049,minimal,yes,some,no
1,33594,moderate,yes,some,yes
1,44573,minimal,no,none,no
1,49151,moderate,yes,many,yes
0,29064,extensive,yes,none,yes
0,14460,minimal,yes,some,no
0,10962,moderate,yes,some,no
0,8235,extensive,yes,none,yes
0,19439,extensive,yes,many,yes
0,49487,moderate,no,none,yes
1,14173,moderate,yes,many,yes
0,25153,extensive,no,none,yes
0,38445,extensive,no,some,yes
1,55790,extensive,yes,some,yes
1,50719,moderate,yes,none,yes
0,5426,minimal,no,none,yes
1,33745,moderate,yes,some,yes
0,10799,extensive,no,many,yes
1,9976,moderate,yes,some,no
1,59962,minimal,no,none,yes
0,12618,extensive,yes,some,yes
1,17486,minimal,no,none,yes
0,34409,extensive,no,none,yes
0,34190,moderate,no,some,no
0,19375,moderate,yes,none,yes
0,55315,extensive,no,some,yes
0,7822,moderate,yes,some,no
0,39521,moderate,yes,some,yes
1,38182,moderate,yes,some,no
1,22058,minimal,yes,many,yes
1,31333,moderate,no,some,yes
0,25124,extensive,no,some,no
0,26416,moderate,yes,many,yes
0,36858,extensive,yes,none,no
1,26107,moderate,no,some,yes
0,35718,moderate,no,some,no
0,11084,minimal,no,some,no
1,70803,moderate,yes,many,no
1,18051,minimal,yes,many,no
1,28898,minimal,yes,some,no
0,23429,minimal,yes,none,no
1,45050,minimal,yes,many,yes
1,19910,minimal,yes,many,no
1,46820,minimal,no,some,no
1,37875,extensive,yes,some,no
1,31529,extensive,no,none,yes
1,20853,minimal,no,none,no
0,44070,extensive,no,some,yes
0,56356,extensive,yes,some,no
1,36562,minimal,yes,some,no
1,35773,minimal,yes,some,no
1,26818,moderate,yes,none,no
1,17415,moderate,no,some,yes
1,14445,minimal,yes,many,no
0,9502,extensive,no,none,yes
0,28225,extensive,yes,none,no
0,23939,moderate,yes,some,no
0,31853,extensive,yes,some,no
1,22573,moderate,no,none,yes
1,48823,minimal,yes,some,no
0,29517,moderate,no,some,no
1,38381,moderate,yes,many,no
1,22643,moderate,yes,none,yes
0,21909,extensive,yes,many,yes
0,14816,extensive,yes,some,yes
0,14185,minimal,yes,some,no
1,39306,minimal,yes,none,no
0,26995,moderate,no,none,yes
1,22065,minimal,yes,some,no
1,12997,minimal,no,many,yes
0,27555,moderate,yes,some,yes
1,43768,extensive,yes,some,no
1,30654,minimal,yes,some,no
0,52947,moderate,yes,some,yes
0,38321,extensive,yes,many,yes
0,28598,moderate,yes,some,yes
0,34120,moderate,no,some,no
0,19644,extensive,no,some,no
1,56630,minimal,no,some,no
0,35658,extensive,no,none,yes
1,23852,minimal,no,many,no
1,24709,minimal,no,many,yes
1,51898,moderate,no,some,no
1,33710,moderate,yes,none,yes
1,31630,extensive,yes,some,yes
0,25741,minimal,yes,some,no
1,17249,minimal,no,none,no
0,28326,extensive,yes,none,yes
1,50663,moderate,no,many,no
1,62084,extensive,yes,none,yes
0,35729,minimal,yes,many,no
0,22208,moderate,yes,some,yes
0,21807,extensive,no,some,yes
1,25774,minimal,yes,some,no
0,44024,extensive,yes,none,yes
0,8950,minimal,no,some,yes
1,51108,moderate,no,some,no
0,19051,moderate,no,some,no
0,16035,extensive,yes,some,yes
0,9106,extensive,no,some,no
1,34273,minimal,no,many,no
1,26926,minimal,no,none,no
1,43077,moderate,yes,none,no
0,15336,extensive,yes,none,yes
0,21262,extensive,no,none,yes
0,27220,minimal,no,many,no
0,22096,moderate,no,some,no
0,14060,extensive,yes,some,no
0,18857,extensive,yes,some,yes
0,25868,moderate,yes,none,no
0,23465,extensive,no,some,yes
0,34676,extensive,no,some,yes
0,22383,moderate,yes,some,yes
0,55375,extensive,no,none,yes
0,6729,extensive,no,some,yes
0,27809,extensive,yes,none,yes
0,7623,minimal,yes,some,yes
0,20622,extensive,no,some,no
1,13450,moderate,no,some,no
1,21320,moderate,no,none,no
1,69935,extensive,no,some,yes
1,40063,minimal,yes,some,no
0,31517,extensive,yes,some,yes
0,48127,extensive,no,some,yes
1,35736,minimal,no,many,no
1,25818,minimal,no,none,yes
0,11117,extensive,no,none,yes
0,20439,moderate,no,many,no
0,47039,extensive,yes,none,yes
0,26979,extensive,yes,none,yes
0,14338,moderate,no,some,no
1,15095,moderate,yes,none,no
0,14179,minimal,yes,none,no
1,10527,minimal,no,many,no
1,36431,minimal,no,some,yes
1,58093,minimal,yes,some,no
0,23616,extensive,yes,none,yes
0,10391,moderate,yes,many,yes
1,31432,minimal,yes,none,no
0,8148,extensive,yes,none,yes
1,7880,minimal,no,none,no
1,50331,extensive,no,none,yes
1,13552,minimal,no,some,no
0,29979,extensive,yes,some,yes
0,9001,minimal,yes,some,no
1,40720,minimal,yes,none,no
1,39442,minimal,yes,none,yes
0,2077,extensive,no,some,yes
1,30352,extensive,no,many,no
0,41248,extensive,no,some,yes
0,42399,extensive,no,none,yes
0,11836,minimal,yes,many,no
1,41016,moderate,yes,none,yes
1,29988,extensive,yes,many,yes
0,47203,moderate,yes,none,no
0,16927,extensive,no,some,yes
0,34437,moderate,yes,none,yes
1,28985,moderate,yes,some,yes
1,7181,moderate,no,some,no
1,4978,minimal,no,none,yes
1,39450,extensive,yes,many,yes
0,12075,minimal,yes,some,no
0,18151,moderate,no,some,yes
1,28764,extensive,no,none,no
0,30945,minimal,yes,some,no
0,4509,moderate,no,some,no
0,19203,extensive,yes,none,yes
1,41247,moderate,yes,some,yes
1,39525,moderate,yes,some,no
1,35904,minimal,no,none,yes
0,35083,extensive,yes,some,yes
0,51196,extensive,no,many,yes
1,25294,extensive,no,many,no
0,26668,minimal,yes,some,yes
1,15670,minimal,yes,many,no
1,46034,extensive,yes,some,yes
0,19600,extensive,yes,none,yes
0,25961,extensive,yes,none,yes
1,29334,moderate,no,some,no
1,29750,minimal,yes,none,yes
0,39465,extensive,yes,some,yes
1,39798,minimal,yes,none,no
0,20278,extensive,yes,some,no
0,17119,minimal,yes,many,no
1,51886,extensive,yes,many,yes
0,11112,extensive,no,some,yes
0,17690,extensive,yes,many,yes
1,55590,minimal,yes,none,no
1,56256,extensive,yes,none,yes
0,25952,minimal,yes,none,no
0,31216,minimal,yes,none,no
1,43042,minimal,no,some,no
1,54435,extensive,no,many,yes
0,22440,extensive,no,many,yes
0,48598,extensive,yes,none,yes
0,6553,minimal,yes,none,no
1,19068,minimal,no,some,no
0,9040,extensive,no,some,no
1,39487,extensive,yes,many,yes
0,27664,extensive,yes,some,yes
0,50590,moderate,yes,none,no
1,74441,minimal,yes,some,no
0,38138,minimal,yes,none,no
0,8357,extensive,no,none,yes
0,8551,extensive,yes,some,no
0,16590,extensive,yes,many,yes
0,13630,moderate,yes,many,no
0,16596,minimal,yes,some,no
0,33527,extensive,yes,some,yes
1,30787,extensive,no,none,yes
0,38259,extensive,yes,none,yes
0,13859,extensive,yes,some,yes
1,29663,moderate,no,some,yes
0,32751,extensive,no,none,yes
1,18747,moderate,no,some,no
0,13781,moderate,no,none,yes
1,48052,moderate,no,none,no
1,41990,minimal,yes,many,no
0,34336,extensive,no,some,no
1,56670,minimal,yes,none,no
1,17414,minimal,yes,none,yes
0,45343,minimal,no,some,no
1,23148,minimal,yes,some,no
0,63255,moderate,no,some,yes
1,13396,minimal,yes,some,no
0,5930,minimal,no,many,yes
1,80907,moderate,yes,some,no
0,14746,minimal,yes,some,no
0,22962,extensive,no,some,yes
0,54070,extensive,yes,none,yes
1,52869,moderate,yes,many,yes
1,37656,moderate,yes,none,no
1,53010,minimal,no,many,no
1,44156,minimal,yes,none,no
0,15529,extensive,no,many,yes
1,15356,extensive,yes,many,yes
1,20080,extensive,yes,many,yes
1,26589,extensive,yes,some,yes
0,34647,extensive,yes,some,yes
1,28550,moderate,no,many,yes
1,36535,minimal,no,some,no
1,16081,minimal,yes,some,yes
0,25187,extensive,no,some,yes
1,53209,moderate,yes,some,no
0,7415,minimal,no,some,no
1,55687,minimal,yes,some,no
1,59243,extensive,yes,none,yes
1,55585,moderate,no,many,yes
1,36512,minimal,no,many,yes
1,23183,minimal,yes,none,yes
0,44761,extensive,yes,some,yes
1,46087,minimal,no,none,yes
1,29317,minimal,yes,none,no
0,12925,moderate,no,some,yes
1,51925,moderate,yes,some,no
0,43805,extensive,yes,none,yes
0,36039,extensive,no,some,no
1,12500,minimal,no,some,no
1,28154,extensive,yes,many,no
0,8665,extensive,yes,none,no
0,7162,minimal,yes,some,no
0,22843,minimal,no,some,no
1,50392,minimal,yes,none,yes
0,17819,extensive,yes,none,no
1,19661,minimal,no,many,no
0,29732,extensive,yes,none,yes
0,5416,moderate,no,some,no
1,42203,extensive,yes,none,no
1,23373,extensive,yes,many,yes
0,37578,extensive,yes,some,yes
1,27086,minimal,yes,some,no
0,20075,moderate,no,none,yes
0,46726,extensive,yes,some,yes
1,39241,minimal,no,some,yes
1,63685,moderate,yes,none,no
1,28318,minimal,no,none,no
0,9477,extensive,yes,some,yes
1,31505,moderate,no,many,yes
1,14268,extensive,yes,some,yes
1,41835,moderate,yes,some,yes
1,28661,extensive,yes,none,yes
1,42625,moderate,yes,some,no
0,13985,minimal,yes,none,no
0,35689,extensive,no,some,yes
1,4807,minimal,yes,many,no
1,24507,minimal,yes,some,no
1,30466,moderate,yes,some,no
1,43477,minimal,no,many,yes
0,10524,moderate,yes,none,yes
1,71171,moderate,yes,some,yes
1,24649,moderate,no,many,no
1,45653,extensive,yes,some,yes
1,72348,moderate,no,some,yes
0,5246,minimal,yes,some,yes
1,24066,moderate,no,none,no
1,36896,moderate,yes,many,no
1,44555,moderate,yes,none,yes
0,20247,minimal,yes,some,no
1,10462,minimal,no,many,no
1,24601,minimal,yes,none,yes
1,74755,moderate,yes,none,no
1,26880,moderate,yes,some,no
0,18245,minimal,yes,some,no
0,44836,extensive,no,some,yes
0,6896,extensive,yes,none,yes
0,11750,minimal,yes,some,no
1,22993,minimal,no,many,no
0,14623,extensive,no,none,yes
1,80085,extensive,no,some,no
1,40758,moderate,yes,some,no
0,6276,extensive,no,none,no
1,36127,moderate,no,none,no
0,12446,moderate,yes,none,yes
1,28013,minimal,no,some,no
0,67140,extensive,no,some,yes
1,16249,minimal,no,many,no
1,73471,moderate,no,some,no
1,48939,moderate,no,many,no
0,13257,moderate,yes,none,no
0,12162,extensive,no,many,yes
0,30119,minimal,yes,some,no
1,21840,minimal,yes,some,no
0,28872,minimal,yes,none,yes
0,37464,extensive,no,some,yes
1,37348,moderate,yes,many,yes
0,36533,extensive,no,none,yes
1,74562,minimal,yes,none,no
0,24251,moderate,no,many,yes
