FError,LOC,XP,foosball,Partays,B$+
1,45271,extensive,yes,some,yes
0,24469,extensive,yes,none,yes
0,22293,moderate,no,none,no
1,13950,minimal,yes,none,yes
1,42327,moderate,yes,many,yes
0,20476,moderate,yes,some,yes
1,38547,extensive,yes,none,yes
0,43355,extensive,yes,some,yes
0,3587,extensive,yes,some,yes
0,40317,minimal,no,some,no
1,38992,moderate,no,some,no
1,48088,minimal,yes,some,no
1,24072,moderate,yes,none,no
0,53437,extensive,no,none,yes
0,18702,extensive,yes,none,yes
1,54679,minimal,yes,some,yes
0,16487,minimal,yes,some,no
1,44223,minimal,yes,some,no
0,21778,extensive,no,none,yes
0,11577,moderate,yes,some,no
0,38365,minimal,yes,none,no
0,16527,moderate,yes,some,no
1,48659,moderate,no,none,no
1,69140,minimal,yes,some,yes
1,22849,minimal,yes,some,no
0,14352,moderate,yes,some,no
0,9297,moderate,yes,some,yes
1,63522,minimal,yes,many,no
1,29211,minimal,yes,some,no
0,33349,minimal,yes,none,no
1,53268,extensive,no,none,no
0,21160,extensive,yes,some,yes
1,34224,minimal,no,some,yes
0,14791,moderate,no,some,no
0,15812,extensive,no,some,yes
0,12521,extensive,no,none,yes
1,21275,minimal,yes,some,no
0,30721,extensive,yes,none,yes
1,22388,moderate,yes,many,yes
1,35005,minimal,no,some,yes
1,31704,minimal,yes,some,no
1,67481,extensive,yes,some,no
0,17357,moderate,yes,many,no
1,29053,moderate,no,many,yes
0,33409,extensive,no,none,yes
0,20118,moderate,no,some,no
0,21212,moderate,no,some,no
1,30701,minimal,yes,none,no
1,56036,minimal,no,many,yes
1,53368,minimal,no,none,yes
0,26813,minimal,yes,some,no
0,10236,minimal,yes,none,no
0,55548,extensive,no,none,yes
0,13353,extensive,yes,none,yes
0,26248,moderate,no,some,no
0,40115,extensive,yes,some,yes
0,12420,moderate,no,some,yes
0,14444,moderate,yes,some,no
0,26885,moderate,no,none,no
1,46783,minimal,no,none,yes
0,13967,minimal,yes,many,yes
0,15640,extensive,yes,some,yes
0,13264,extensive,yes,some,yes
0,16821,moderate,no,some,no
0,36956,minimal,no,some,yes
1,57545,moderate,yes,many,yes
0,12479,moderate,no,some,yes
1,12602,minimal,yes,none,no
1,56928,minimal,yes,some,no
1,15311,minimal,yes,some,no
1,58984,extensive,yes,some,yes
1,58473,minimal,yes,none,no
1,6937,extensive,no,some,no
1,25787,minimal,yes,some,yes
0,18447,extensive,yes,none,no
1,23560,moderate,no,none,yes
0,10334,minimal,no,some,no
1,43610,minimal,no,many,no
1,37688,minimal,yes,many,no
0,33114,moderate,no,some,no
1,18399,moderate,yes,none,yes
1,7742,minimal,yes,some,yes
0,33977,moderate,yes,none,no
0,36535,moderate,no,none,no
0,53327,extensive,yes,some,yes
0,38487,extensive,no,some,yes
1,27653,minimal,no,many,yes
0,33938,minimal,no,some,no
0,46765,moderate,yes,none,yes
0,50178,extensive,yes,none,yes
0,23735,extensive,yes,none,no
0,35139,extensive,no,many,no
0,14720,moderate,no,some,no
0,4246,minimal,no,some,yes
1,44331,minimal,yes,none,no
1,34750,extensive,yes,many,yes
0,38143,extensive,yes,some,yes
1,23056,minimal,yes,some,no
0,7100,extensive,yes,some,no
1,55117,minimal,yes,none,no
1,20916,minimal,yes,some,yes
0,70459,moderate,yes,none,no
1,48825,extensive,yes,some,yes
1,69250,minimal,yes,none,no
0,33091,moderate,no,many,no
0,10573,minimal,yes,some,no
0,15633,extensive,no,some,yes
0,24277,extensive,yes,some,yes
1,35636,minimal,yes,some,no
1,43420,moderate,no,some,no
0,27721,extensive,yes,some,yes
0,26275,extensive,no,some,yes
1,56063,extensive,yes,some,no
0,23264,minimal,no,some,no
1,48535,minimal,no,some,no
1,46307,minimal,no,some,yes
1,15862,moderate,yes,some,no
0,30435,extensive,no,some,yes
0,19049,moderate,yes,some,yes
0,30532,extensive,no,some,yes
1,64946,moderate,yes,some,yes
1,22023,moderate,no,none,yes
0,10548,extensive,no,some,yes
1,38551,minimal,no,some,no
0,22299,minimal,yes,none,no
1,52759,extensive,yes,many,yes
0,15820,minimal,no,some,yes
0,22834,minimal,no,some,no
1,61888,moderate,no,none,yes
1,44254,extensive,no,none,yes
0,24586,extensive,no,none,yes
0,19910,moderate,yes,some,yes
1,24112,moderate,yes,none,yes
1,31032,moderate,no,some,no
1,42036,moderate,no,some,yes
0,19002,extensive,yes,some,yes
1,53732,moderate,yes,many,yes
0,26141,minimal,no,none,no
1,29208,moderate,no,many,yes
0,42716,moderate,yes,none,no
1,43073,moderate,yes,many,no
0,10577,moderate,yes,some,no
1,42435,extensive,yes,many,yes
1,27000,minimal,yes,some,yes
1,47650,moderate,yes,many,yes
1,63374,extensive,yes,many,yes
0,17480,moderate,yes,many,no
0,11968,extensive,no,some,yes
1,19061,moderate,yes,many,yes
1,71204,minimal,yes,some,yes
1,26101,minimal,no,none,no
1,37922,extensive,yes,many,yes
0,23494,extensive,yes,some,no
1,16252,minimal,yes,some,no
1,26676,minimal,yes,none,yes
1,30914,minimal,no,none,no
1,47584,minimal,yes,some,no
1,15730,minimal,yes,some,yes
0,18689,extensive,yes,some,yes
0,28625,extensive,yes,many,no
1,22137,moderate,no,many,yes
1,34499,moderate,yes,none,yes
0,30486,extensive,yes,none,yes
0,12340,extensive,yes,some,yes
1,45744,moderate,yes,many,yes
1,48197,minimal,yes,some,no
0,22501,moderate,no,none,no
0,26957,extensive,yes,some,yes
0,8014,moderate,yes,some,yes
1,71158,moderate,no,some,yes
0,29497,extensive,yes,some,yes
1,74836,extensive,yes,many,yes
1,18353,moderate,yes,some,yes
0,22792,minimal,yes,some,yes
1,37307,minimal,yes,none,no
0,22433,minimal,yes,some,no
0,27833,extensive,yes,none,no
1,39639,moderate,no,many,yes
0,14291,minimal,no,none,yes
0,32260,extensive,yes,some,yes
0,12970,moderate,yes,none,yes
1,57100,moderate,no,none,no
0,18744,extensive,yes,some,yes
0,15733,extensive,no,some,yes
0,30713,minimal,no,some,no
1,26645,extensive,no,many,yes
1,49724,moderate,no,some,yes
1,28650,minimal,yes,some,no
1,13363,moderate,no,some,no
1,31052,minimal,yes,some,yes
1,25329,minimal,yes,many,no
1,33946,minimal,yes,many,no
1,40156,minimal,no,some,no
0,23643,extensive,yes,none,yes
1,10955,moderate,no,many,no
0,14115,extensive,yes,some,yes
0,23738,extensive,yes,some,no
0,25163,extensive,no,some,yes
0,28969,extensive,yes,none,yes
0,21128,extensive,yes,some,yes
1,6303,minimal,yes,none,no
0,47673,extensive,no,none,no
1,61563,minimal,no,none,yes
1,55183,moderate,no,some,yes
0,26343,minimal,yes,none,no
1,38647,minimal,yes,none,yes
0,13593,extensive,no,some,yes
0,19148,minimal,yes,none,no
1,35249,moderate,yes,none,no
1,41565,minimal,yes,some,no
0,35844,extensive,yes,some,no
1,61458,minimal,no,some,no
0,11886,extensive,yes,some,no
0,33677,extensive,no,none,no
1,41073,moderate,yes,some,yes
0,23263,moderate,yes,some,no
0,37216,moderate,yes,none,no
1,46347,minimal,yes,none,no
0,32147,extensive,no,some,yes
0,29258,extensive,yes,none,yes
0,13689,moderate,no,some,yes
0,33289,moderate,yes,some,no
0,22885,extensive,yes,some,yes
0,19321,extensive,no,many,yes
0,31300,extensive,no,none,no
0,32936,moderate,no,some,yes
1,37871,minimal,yes,many,yes
1,21119,moderate,yes,many,no
0,28819,moderate,no,none,yes
1,10306,minimal,no,none,yes
1,52449,moderate,yes,some,yes
1,32151,minimal,yes,some,yes
1,25388,extensive,no,some,no
0,11543,moderate,yes,some,no
1,50689,minimal,yes,none,no
1,52489,extensive,yes,none,yes
0,42574,extensive,yes,some,yes
1,75129,minimal,no,some,no
0,11017,minimal,yes,some,no
1,34014,extensive,yes,none,yes
0,25409,moderate,yes,none,yes
0,19629,extensive,no,some,yes
0,8752,moderate,no,some,no
1,14197,minimal,yes,many,no
1,49313,minimal,yes,some,no
1,45924,minimal,no,some,yes
0,18240,minimal,no,none,no
0,6086,extensive,yes,many,yes
0,6473,moderate,yes,some,no
0,21145,extensive,yes,some,no
0,19631,moderate,no,some,no
0,12342,moderate,yes,some,yes
1,56388,extensive,yes,some,yes
1,74915,extensive,no,some,yes
0,45424,extensive,yes,some,no
1,23092,moderate,no,many,no
0,35675,extensive,no,none,yes
1,60202,minimal,no,some,no
0,12525,moderate,yes,some,yes
0,29762,minimal,yes,some,yes
1,34517,moderate,yes,many,yes
1,60416,minimal,yes,some,no
1,17570,moderate,yes,many,yes
0,22576,minimal,yes,some,no
1,28237,minimal,yes,none,yes
1,35206,minimal,no,some,no
1,64951,moderate,yes,some,no
1,11219,minimal,yes,some,yes
0,42486,extensive,yes,none,yes
0,33138,extensive,no,some,yes
0,15041,minimal,yes,none,no
0,18594,moderate,no,many,yes
1,25216,moderate,no,some,yes
1,41008,minimal,yes,many,no
0,6763,extensive,no,many,yes
1,48603,moderate,no,none,yes
1,30173,extensive,yes,some,no
0,39284,moderate,no,some,no
1,34982,moderate,yes,many,no
1,38820,minimal,yes,many,no
0,31628,extensive,no,some,yes
0,29657,moderate,yes,none,no
1,19912,minimal,yes,none,yes
1,35381,minimal,no,some,no
1,37066,moderate,yes,many,yes
1,27177,minimal,yes,some,no
1,33989,minimal,yes,many,yes
0,23367,extensive,yes,some,yes
0,32890,extensive,yes,none,yes
1,21707,moderate,yes,some,yes
1,43818,moderate,yes,none,yes
0,11242,extensive,yes,none,yes
1,45958,moderate,yes,many,no
0,16091,extensive,no,none,yes
0,19651,extensive,yes,some,no
0,14416,moderate,yes,none,no
1,70361,extensive,no,none,no
0,38066,minimal,yes,some,no
1,66434,extensive,yes,some,yes
1,59431,moderate,no,some,yes
0,11010,extensive,no,none,yes
0,12104,moderate,yes,none,yes
1,21552,minimal,no,some,no
0,41354,extensive,yes,many,yes
1,52457,extensive,no,none,yes
1,25206,minimal,yes,none,no
1,29653,moderate,no,none,no
1,49732,moderate,no,many,yes
1,25508,moderate,yes,many,no
1,38776,minimal,no,some,yes
1,27089,minimal,yes,some,yes
0,14344,extensive,yes,none,yes
0,18039,moderate,no,some,no
1,20558,minimal,yes,none,yes
1,51632,extensive,yes,some,yes
1,39517,minimal,no,some,no
0,7624,moderate,no,some,yes
1,22198,minimal,no,none,no
1,41226,moderate,yes,none,yes
1,23328,moderate,no,none,yes
0,18091,extensive,yes,some,yes
1,58643,moderate,no,some,yes
1,49279,moderate,no,some,yes
1,18668,minimal,yes,none,no
1,63159,moderate,yes,some,no
1,55949,minimal,yes,some,no
0,22593,extensive,no,some,yes
0,25832,extensive,yes,some,yes
1,46172,moderate,yes,many,no
0,20193,moderate,no,some,no
0,20300,minimal,yes,some,no
0,39596,moderate,yes,some,no
1,20500,minimal,no,some,no
0,13532,extensive,no,none,yes
0,23968,extensive,yes,some,yes
1,73900,minimal,yes,none,yes
0,22941,moderate,yes,some,no
0,27062,extensive,yes,some,yes
1,11301,minimal,no,some,yes
1,50116,extensive,yes,many,no
0,17847,minimal,yes,some,no
1,77856,moderate,no,some,no
0,33786,extensive,yes,many,yes
1,19045,minimal,no,none,no
1,10803,minimal,yes,some,no
0,19799,minimal,no,some,no
0,31263,extensive,yes,none,yes
1,11324,minimal,yes,none,yes
1,18646,minimal,yes,some,no
1,17922,minimal,yes,none,no
1,45236,minimal,yes,none,no
0,34198,minimal,yes,some,no
0,24079,minimal,yes,some,no
1,23244,moderate,yes,none,no
1,60821,extensive,yes,many,no
1,56077,extensive,no,some,yes
0,42175,extensive,yes,many,yes
0,40944,extensive,no,many,yes
1,18650,minimal,yes,some,no
0,30248,moderate,no,some,no
1,47306,moderate,yes,none,yes
1,32066,moderate,no,none,yes
0,15091,moderate,no,some,yes
1,57134,minimal,yes,some,yes
0,42006,moderate,yes,some,yes
0,25161,extensive,no,some,no
0,8252,minimal,yes,some,no
1,50653,moderate,yes,many,yes
0,8367,moderate,yes,some,no
1,44967,moderate,yes,none,no
0,18787,extensive,yes,some,no
0,4779,moderate,yes,none,yes
0,20485,minimal,yes,none,no
0,5319,moderate,yes,many,yes
1,69656,minimal,yes,none,yes
1,27338,minimal,yes,none,no
0,30189,extensive,yes,some,no
0,16961,minimal,yes,none,yes
0,8892,moderate,yes,none,no
1,11677,moderate,yes,some,no
0,28733,extensive,no,some,no
1,45313,moderate,no,none,yes
1,25644,minimal,no,many,no
0,34718,extensive,yes,some,yes
0,26250,minimal,yes,some,no
1,41057,extensive,no,many,no
0,32567,extensive,no,none,yes
0,37314,moderate,yes,some,yes
0,60393,extensive,no,none,yes
1,11145,minimal,yes,none,no
0,51110,moderate,no,some,yes
0,13752,minimal,yes,none,no
0,5739,extensive,yes,none,yes
1,28573,minimal,yes,many,no
1,59692,minimal,no,many,no
1,15810,extensive,no,some,yes
1,31731,minimal,no,some,no
1,49998,minimal,no,many,yes
0,23861,moderate,yes,some,yes
0,25774,extensive,no,some,no
1,38557,moderate,no,some,yes
1,57136,moderate,no,some,no
1,17235,minimal,yes,some,no
1,20774,minimal,yes,many,no
0,19485,extensive,no,some,no
1,48084,minimal,yes,none,no
0,13330,moderate,yes,some,no
1,22136,moderate,yes,many,yes
0,9979,minimal,yes,none,no
0,40555,extensive,no,many,yes
1,11432,minimal,yes,many,no
0,11731,minimal,no,none,no
1,48704,moderate,no,some,no
0,40468,extensive,yes,some,yes
0,57875,extensive,yes,some,yes
0,11559,moderate,yes,many,no
0,11661,extensive,no,none,no
1,40344,extensive,yes,none,no
0,23937,extensive,yes,none,yes
1,28845,minimal,yes,none,no
0,12900,extensive,yes,some,yes
1,70133,extensive,no,some,yes
1,48997,minimal,yes,none,yes
1,19159,minimal,yes,some,no
0,7107,moderate,no,none,yes
0,11404,extensive,yes,many,yes
1,52552,minimal,no,some,no
0,11482,minimal,yes,some,no
1,41678,minimal,yes,many,yes
0,21629,minimal,no,none,no
0,17085,minimal,yes,some,no
1,14683,moderate,yes,some,yes
1,23003,moderate,no,some,yes
0,25768,extensive,yes,none,yes
0,23467,minimal,yes,some,no
0,18168,minimal,no,none,no
0,24021,extensive,no,some,no
0,14105,moderate,yes,some,no
0,23366,moderate,yes,some,yes
0,35183,extensive,yes,some,yes
0,43725,minimal,yes,some,no
1,30388,moderate,yes,many,no
1,60998,minimal,yes,none,no
1,52570,minimal,yes,some,no
1,53585,minimal,no,many,yes
1,49095,extensive,yes,some,no
1,22256,moderate,yes,none,yes
0,9860,extensive,yes,some,yes
1,29937,minimal,no,some,no
0,11359,extensive,yes,none,yes
0,9041,minimal,yes,many,no
1,24602,minimal,yes,some,no
1,15026,minimal,no,some,yes
0,4583,extensive,yes,many,yes
1,48294,extensive,yes,many,yes
0,8375,moderate,yes,many,yes
0,40040,extensive,yes,some,yes
1,52786,moderate,yes,some,yes
1,10292,minimal,no,some,yes
1,18532,minimal,no,some,yes
0,5258,minimal,no,some,no
1,28250,moderate,yes,none,yes
1,25587,moderate,no,many,no
1,43295,minimal,no,none,no
1,58244,minimal,no,some,no
0,29941,moderate,yes,some,no
1,25908,extensive,yes,many,yes
1,39342,minimal,yes,none,no
0,12260,moderate,yes,some,no
0,22510,minimal,yes,some,no
0,22658,moderate,no,some,no
0,14793,extensive,yes,some,no
0,16554,moderate,yes,many,yes
0,34694,extensive,yes,some,yes
1,38337,minimal,no,some,no
0,35367,moderate,yes,some,no
0,3747,moderate,yes,none,yes
0,12175,moderate,no,some,no
0,13304,minimal,no,none,yes
1,50114,moderate,yes,some,no
0,17086,extensive,no,none,yes
0,20606,moderate,no,none,no
1,5228,minimal,yes,none,no
0,7356,minimal,yes,none,no
0,5328,minimal,no,some,no
0,35655,moderate,yes,some,no
0,5111,extensive,yes,many,no
1,37036,extensive,no,some,no
0,26323,moderate,no,some,no
1,42038,extensive,no,none,no
0,22714,minimal,yes,some,no
1,38488,moderate,yes,some,yes
1,48844,moderate,yes,some,yes
1,43100,minimal,no,none,no
0,35390,extensive,yes,some,yes
1,15837,moderate,yes,many,yes
1,7474,moderate,yes,some,yes
1,10940,minimal,no,many,no
1,72647,minimal,yes,none,yes
0,39196,moderate,yes,some,yes
1,44884,minimal,no,many,no
0,7842,minimal,yes,none,yes
0,4289,extensive,no,none,yes
1,31362,moderate,yes,many,yes
1,29480,extensive,no,many,no
1,45924,extensive,yes,none,yes
1,54035,extensive,yes,many,yes
0,10956,moderate,yes,some,no
1,33709,minimal,no,some,yes
0,41315,moderate,yes,none,no
0,16330,minimal,yes,none,no
1,37958,moderate,no,some,no
1,14088,moderate,no,many,no
0,14305,minimal,yes,some,no
0,24227,moderate,yes,many,no
1,44917,minimal,no,some,no
1,12114,moderate,yes,many,yes
1,45304,extensive,yes,some,yes
0,39392,extensive,yes,many,yes
0,10109,moderate,yes,some,no
0,12246,minimal,yes,many,no
1,17239,minimal,no,many,yes
0,51143,extensive,yes,many,yes
1,49421,minimal,yes,some,no
1,30241,minimal,yes,many,no
0,37626,moderate,no,some,no
0,27314,moderate,no,some,yes
1,23883,moderate,yes,some,no
0,51407,extensive,yes,some,yes
1,52336,minimal,yes,some,no
0,24411,extensive,yes,some,yes
0,31599,moderate,no,some,yes
1,58873,minimal,yes,some,no
1,49047,moderate,yes,none,yes
1,56637,extensive,yes,none,yes
1,34477,extensive,yes,some,yes
0,40664,moderate,no,none,yes
1,37562,extensive,no,some,no
0,29716,moderate,no,some,no
0,35956,extensive,yes,none,no
1,15319,moderate,yes,many,no
1,21171,minimal,yes,some,no
0,5015,moderate,no,some,no
0,19335,moderate,no,some,yes
0,29904,extensive,yes,some,yes
0,7400,extensive,no,none,yes
1,49063,extensive,no,some,no
0,33285,extensive,no,none,yes
0,30801,extensive,no,some,yes
0,6886,extensive,yes,some,yes
1,32388,moderate,yes,none,yes
1,64709,minimal,no,some,no
0,38416,extensive,yes,some,yes
1,51057,moderate,yes,none,yes
1,35041,minimal,yes,some,yes
0,12803,moderate,yes,many,no
1,69690,extensive,yes,many,yes
0,18549,extensive,no,none,yes
0,37328,extensive,yes,some,yes
1,3770,moderate,no,many,no
0,38963,extensive,yes,some,yes
0,14845,moderate,yes,none,yes
0,8790,extensive,yes,many,yes
1,39522,minimal,yes,some,yes
1,58111,extensive,no,many,no
1,23031,minimal,yes,none,no
0,13888,minimal,no,some,yes
0,27190,moderate,yes,some,no
0,28152,moderate,yes,many,yes
0,5554,minimal,no,some,yes
0,4212,extensive,yes,none,yes
0,30114,moderate,yes,none,no
0,61221,extensive,no,some,yes
0,36897,minimal,yes,some,no
0,20130,moderate,no,some,no
1,35953,minimal,no,some,no
1,25386,extensive,yes,none,yes
0,24191,extensive,yes,many,no
1,46316,minimal,no,some,no
0,5901,extensive,no,some,yes
1,30993,extensive,yes,many,yes
0,52508,extensive,no,none,yes
0,12811,moderate,yes,none,yes
0,10927,moderate,no,some,no
1,32515,minimal,yes,some,no
1,29963,moderate,yes,some,yes
1,20268,minimal,no,some,no
0,5472,minimal,no,many,no
0,59001,moderate,no,some,no
0,25472,moderate,yes,some,no
1,6163,moderate,yes,none,yes
0,13788,extensive,yes,some,yes
0,15925,extensive,yes,many,yes
1,55312,minimal,no,some,no
0,31791,minimal,no,some,no
1,23958,moderate,yes,many,yes
1,44081,minimal,yes,many,no
1,39233,minimal,yes,none,no
0,18182,moderate,no,none,no
0,42819,minimal,yes,none,no
0,17840,extensive,yes,many,yes
1,11043,moderate,yes,none,yes
1,29932,moderate,yes,some,no
0,24971,moderate,yes,none,yes
0,43529,extensive,yes,some,yes
1,23877,moderate,no,many,yes
0,17516,extensive,yes,some,no
0,47033,moderate,no,none,yes
1,33595,minimal,yes,none,no
1,60050,minimal,yes,some,no
1,57748,moderate,no,none,yes
0,32555,moderate,yes,none,yes
0,18951,moderate,yes,none,no
1,50168,minimal,no,some,yes
0,5075,minimal,yes,none,no
1,30715,extensive,no,many,no
0,32301,minimal,yes,some,yes
1,9766,minimal,no,none,no
1,23839,moderate,yes,none,yes
0,21819,minimal,no,some,no
0,8334,extensive,yes,some,yes
1,3758,minimal,no,none,no
1,19243,extensive,yes,some,yes
0,41037,extensive,yes,none,yes
1,52355,minimal,no,some,yes
0,36975,moderate,yes,some,no
1,35948,minimal,no,many,yes
1,52121,minimal,no,many,yes
0,4043,moderate,yes,some,yes
1,20971,extensive,yes,none,no
0,33747,moderate,yes,some,no
0,21155,moderate,yes,none,no
0,18500,extensive,no,some,yes
1,76071,minimal,yes,some,yes
1,52294,minimal,yes,many,no
1,19686,extensive,yes,some,yes
1,57504,minimal,yes,some,no
0,18197,moderate,no,some,no
1,22492,minimal,no,many,yes
0,19768,extensive,yes,some,no
1,51302,minimal,yes,many,no
1,31512,minimal,yes,some,no
1,63940,minimal,yes,many,no
0,34485,minimal,no,some,no
1,38316,extensive,no,many,yes
0,21720,moderate,no,some,no
0,28612,extensive,no,many,no
0,12332,minimal,yes,many,no
0,42785,extensive,yes,some,yes
1,16318,moderate,yes,some,no
0,23774,extensive,no,some,yes
0,24730,extensive,yes,some,yes
0,32171,extensive,yes,many,yes
0,26044,minimal,yes,many,no
0,8664,minimal,no,none,no
1,29243,minimal,no,many,no
0,41936,minimal,yes,some,no
0,40640,extensive,yes,some,yes
1,36548,extensive,no,some,yes
0,16143,extensive,no,some,yes
1,7007,minimal,yes,many,no
0,19432,extensive,no,many,yes
1,7209,minimal,yes,many,no
0,22987,moderate,no,some,yes
0,28963,extensive,yes,some,yes
0,13995,extensive,no,many,yes
1,16721,moderate,yes,some,yes
0,16048,minimal,no,none,yes
0,22955,extensive,yes,some,no
1,9210,minimal,no,none,no
0,31091,moderate,yes,many,no
0,11338,extensive,no,some,yes
1,36079,moderate,yes,some,no
0,31120,extensive,yes,some,yes
1,47461,minimal,yes,none,yes
1,34273,minimal,no,many,yes
1,33288,minimal,yes,some,yes
1,14186,moderate,no,many,no
0,36577,moderate,no,none,no
0,12722,extensive,yes,some,no
0,23280,extensive,yes,some,yes
0,29354,extensive,yes,none,yes
0,4813,extensive,no,many,yes
0,41284,extensive,yes,some,yes
1,33300,minimal,no,some,no
0,12259,extensive,no,many,no
1,40007,minimal,yes,many,no
1,65422,minimal,yes,none,yes
0,24730,extensive,yes,none,yes
1,14309,minimal,no,some,no
0,35426,extensive,no,some,yes
1,33796,extensive,yes,many,yes
0,24138,moderate,no,none,no
1,38271,minimal,no,many,no
1,33006,minimal,yes,many,no
0,19678,moderate,yes,some,no
0,17966,moderate,yes,some,yes
1,45939,moderate,yes,some,no
0,48270,moderate,no,some,no
1,63026,minimal,yes,many,no
0,27521,extensive,no,many,no
1,24478,extensive,yes,many,yes
0,25048,moderate,no,many,no
0,18325,moderate,no,some,yes
0,8144,extensive,no,some,yes
0,15149,extensive,yes,some,yes
0,32268,extensive,yes,none,yes
0,43989,extensive,yes,some,yes
1,38722,extensive,yes,many,no
1,39504,moderate,yes,many,no
0,16232,extensive,yes,some,yes
0,40151,extensive,yes,some,yes
1,28476,moderate,yes,many,no
0,33435,extensive,yes,some,yes
0,26025,extensive,yes,some,no
1,39177,moderate,yes,none,no
0,12700,minimal,no,some,yes
0,33703,minimal,yes,none,no
1,76548,extensive,no,none,no
0,17702,minimal,no,none,no
0,22049,minimal,yes,none,no
1,32555,moderate,no,some,no
0,3225,minimal,yes,some,no
0,18262,minimal,yes,some,no
1,35706,extensive,yes,some,yes
1,19019,minimal,no,some,no
0,16326,extensive,no,none,yes
1,40701,extensive,yes,some,yes
0,28132,moderate,yes,some,no
0,19296,extensive,yes,none,no
1,20769,extensive,yes,none,yes
1,27944,moderate,yes,some,yes
1,22571,minimal,no,some,no
0,18222,extensive,yes,many,yes
0,24402,minimal,yes,some,yes
1,9938,moderate,yes,many,no
1,40943,minimal,no,some,no
1,22854,minimal,yes,some,yes
1,28086,extensive,no,some,no
1,48593,minimal,yes,none,yes
1,37352,moderate,no,none,no
0,28280,moderate,yes,some,no
1,18919,extensive,no,many,yes
1,12664,moderate,no,many,yes
1,32079,minimal,no,some,no
0,39498,extensive,no,some,yes
1,30242,minimal,yes,many,no
0,35246,minimal,no,none,no
1,32076,minimal,yes,some,no
0,11755,minimal,yes,none,no
0,14030,moderate,yes,none,yes
1,24714,minimal,yes,many,no
0,34167,moderate,no,some,yes
0,9231,extensive,no,many,yes
0,17949,moderate,yes,some,yes
1,15854,moderate,yes,none,yes
0,22746,moderate,yes,some,yes
1,32132,minimal,yes,many,no
0,36036,extensive,no,some,yes
0,11190,extensive,yes,some,yes
0,24230,extensive,yes,none,yes
1,71709,extensive,yes,some,yes
0,34358,extensive,no,none,no
0,13652,extensive,yes,none,yes
1,64750,minimal,yes,none,no
1,35597,moderate,no,some,yes
1,49173,moderate,no,some,no
0,27021,moderate,yes,some,no
1,31851,moderate,no,none,yes
0,21072,extensive,no,none,yes
0,21470,extensive,yes,none,no
1,4812,minimal,yes,some,no
1,27663,minimal,yes,some,no
1,32218,minimal,yes,none,yes
1,32741,extensive,yes,some,yes
0,6881,extensive,no,none,yes
0,12357,extensive,yes,none,yes
0,38925,extensive,yes,some,yes
0,16664,extensive,no,many,yes
1,21015,extensive,yes,none,yes
1,19602,minimal,no,some,yes
0,24190,extensive,no,some,yes
1,8452,minimal,yes,none,no
1,53264,minimal,yes,none,no
0,9580,extensive,no,some,no
0,21325,extensive,no,none,yes
1,53574,minimal,yes,none,yes
0,19682,moderate,yes,none,yes
1,43201,moderate,yes,none,no
1,54299,moderate,no,none,yes
1,69770,extensive,no,some,yes
1,34517,moderate,yes,some,yes
0,32049,extensive,yes,many,yes
0,28778,moderate,yes,many,yes
1,23986,moderate,yes,some,no
0,25781,extensive,no,none,yes
1,52654,minimal,yes,none,yes
1,14516,moderate,yes,some,yes
0,35002,moderate,yes,none,no
0,30071,minimal,yes,none,no
0,33548,minimal,yes,some,no
0,21988,minimal,yes,some,yes
1,57238,moderate,no,some,no
1,64423,minimal,yes,some,no
1,17981,minimal,no,none,no
1,42571,moderate,yes,none,no
0,36835,extensive,yes,some,yes
1,39425,moderate,yes,none,no
1,24071,minimal,yes,many,yes
1,36419,minimal,no,some,yes
1,30828,extensive,no,some,no
0,42382,moderate,no,none,yes
0,34296,moderate,yes,none,yes
0,21084,moderate,yes,none,yes
1,33331,extensive,no,many,yes
0,38607,moderate,yes,some,no
0,36232,extensive,no,some,yes
0,19261,moderate,yes,many,yes
1,26277,extensive,no,many,yes
0,8506,minimal,yes,many,no
0,23205,extensive,yes,many,yes
0,36495,extensive,yes,some,yes
0,16783,minimal,yes,some,no
1,23943,moderate,no,many,no
0,11150,moderate,yes,some,no
0,33347,extensive,no,some,yes
0,27246,extensive,yes,none,yes
1,36071,moderate,yes,none,no
1,51697,minimal,yes,some,yes
1,32535,minimal,yes,none,no
1,49587,minimal,yes,none,no
1,24762,minimal,yes,some,yes
0,27544,minimal,yes,none,no
0,24200,extensive,yes,some,yes
1,43941,minimal,yes,many,no
1,36477,minimal,yes,none,yes
0,34682,moderate,no,none,yes
1,34195,minimal,yes,many,no
0,19096,extensive,no,none,yes
0,28849,moderate,yes,none,no
0,26509,extensive,yes,many,no
1,22208,moderate,yes,many,yes
1,48156,minimal,yes,some,no
1,57331,extensive,yes,many,yes
1,13200,moderate,yes,none,yes
0,40357,extensive,yes,none,yes
0,30642,extensive,yes,some,no
0,33666,moderate,no,none,yes
0,22681,moderate,yes,some,no
0,19900,minimal,yes,some,no
1,7428,moderate,no,many,no
0,7919,extensive,no,some,no
0,10183,moderate,yes,none,no
1,57349,extensive,no,many,yes
0,29777,minimal,no,none,no
1,32857,moderate,yes,some,no
1,62386,minimal,no,many,no
0,29409,minimal,no,none,no
0,26770,extensive,yes,none,yes
1,39212,extensive,yes,some,yes
1,66038,moderate,yes,some,yes
0,4014,minimal,no,some,no
0,11328,extensive,yes,some,yes
0,28285,moderate,no,some,yes
0,23573,extensive,yes,many,yes
1,23860,extensive,no,some,yes
