PID,LOC,"Debug Time","Bugs REM"
B93164,1912,12 hours and 19 minutes,19
B32828,37395,210 hours and 41 minutes,414
B12397,13282,50 hours and 5 minutes,203
B61355,49888,352 hours and 43 minutes,480
B49944,36610,79 hours and 36 minutes,770
B34629,8255,63 hours and 51 minutes,73
B15836,37388,133 hours and 52 minutes,515
B26591,18723,106 hours and 7 minutes,218
B81426,16256,21 hours and 4 minutes,413
B52468,29058,120 hours and 36 minutes,400
B17727,15124,67 hours and 20 minutes,196
B13138,25589,45 hours and 37 minutes,547
B15873,36653,179 hours and 48 minutes,421
B87848,34322,188 hours and 21 minutes,378
B17815,30774,198 hours and 26 minutes,311
B21682,31328,94 hours and 28 minutes,526
B72528,36431,241 hours and 1 minutes,369
B95464,42690,73 hours and 34 minutes,1179
B98673,45333,240 hours and 11 minutes,512
B99486,45775,212 hours and 10 minutes,599
B23713,14720,91 hours and 28 minutes,151
B96275,39603,77 hours and 24 minutes,898
B21536,12886,39 hours and 50 minutes,232
B14565,38365,211 hours and 58 minutes,445
B45435,32009,36 hours and 17 minutes,822
B75585,14239,102 hours and 39 minutes,132
B85261,15574,46 hours and 45 minutes,248
B15617,44299,38 hours and 2 minutes,1438
B18918,30426,133 hours and 45 minutes,402
B43672,31608,156 hours and 17 minutes,378
B72513,24185,86 hours and 7 minutes,379
B65761,41917,321 hours and 41 minutes,382
B78118,20861,65 hours and 6 minutes,342
B45189,46352,368 hours and 58 minutes,400
B27587,22726,28 hours and 45 minutes,609
B21961,33880,38 hours and 24 minutes,848
B35464,36028,242 hours and 39 minutes,355
B13871,25134,86 hours and 10 minutes,379
B52667,28043,31 hours and 3 minutes,856
B17579,12041,16 hours and 12 minutes,367
B44875,35509,191 hours and 8 minutes,409
B12826,20208,21 hours and 51 minutes,534
B82964,29748,190 hours and 32 minutes,301
B28975,25545,41 hours and 52 minutes,766
B66983,24377,79 hours and 7 minutes,423
B56318,3748,15 hours and 6 minutes,58
B34417,36425,102 hours and 10 minutes,630
B54948,31156,222 hours and 49 minutes,303
B74539,12410,78 hours and 35 minutes,128
B25651,13488,44 hours and 32 minutes,187
B85481,43251,55 hours and 4 minutes,1140
B75456,24885,51 hours and 25 minutes,483
B34571,38623,158 hours and 15 minutes,506
B28247,14700,86 hours and 27 minutes,161
B13485,45272,110 hours and 49 minutes,891
B17743,44500,43 hours and 40 minutes,1184
B12916,43367,99 hours and 35 minutes,864
B33225,18010,27 hours and 41 minutes,430
B37536,30515,142 hours and 10 minutes,366
B67482,48039,213 hours and 28 minutes,665
B97972,23681,85 hours and 27 minutes,349
B95442,26126,41 hours and 25 minutes,551
B53524,23209,64 hours and 22 minutes,459
B47283,1769,7 hours and 19 minutes,24
B56653,11800,27 hours and 10 minutes,233
B37826,27304,102 hours and 44 minutes,394
B41186,4079,31 hours and 49 minutes,36
B36797,29328,66 hours and 38 minutes,579
B57643,38262,79 hours and 24 minutes,842
B75351,9042,54 hours and 32 minutes,96
B67115,22367,156 hours and 25 minutes,209
B72753,35439,19 hours and 9 minutes,1738
B55293,10982,37 hours and 1 minutes,177
B22876,25101,134 hours and 36 minutes,289
B99668,14976,29 hours and 49 minutes,317
B24994,39511,153 hours and 57 minutes,550
B92484,21456,42 hours and 12 minutes,476
B17867,33780,80 hours and 4 minutes,814
B89897,17192,83 hours and 1 minutes,206
B21438,31928,21 hours and 4 minutes,1160
B74644,27860,202 hours and 56 minutes,257
B82492,37817,163 hours and 27 minutes,516
B29344,4040,5 hours and 21 minutes,114
B26431,38594,89 hours and 10 minutes,639
B95728,20843,134 hours and 24 minutes,209
B61522,9216,28 hours and 33 minutes,133
B19833,13825,68 hours and 55 minutes,166
B36316,38606,175 hours and 20 minutes,506
B62957,32450,17 hours and 42 minutes,1115
B62481,44280,90 hours and 33 minutes,949
B23693,12003,54 hours and 33 minutes,165
B57899,26866,209 hours and 48 minutes,242
B54346,15792,116 hours and 47 minutes,149
B87571,22716,134 hours and 7 minutes,241
B37823,48428,385 hours and 31 minutes,429
B94578,32922,141 hours and 23 minutes,427
B19731,26487,81 hours and 28 minutes,451
B36533,38673,231 hours and 56 minutes,418
B12889,32503,207 hours and 11 minutes,323
B12996,12918,76 hours and 10 minutes,144
B12625,30564,127 hours and 35 minutes,410
B48333,10815,39 hours and 9 minutes,161
B64369,40742,202 hours and 11 minutes,492
B52486,31197,221 hours and 29 minutes,305
B26748,41930,166 hours and 36 minutes,583
B96581,10540,78 hours and 9 minutes,98
B36969,38935,121 hours and 52 minutes,630
B26118,12705,38 hours and 28 minutes,203
B12135,38944,31 hours and 48 minutes,1170
B16755,20239,131 hours and 40 minutes,203
B88392,14306,112 hours and 24 minutes,125
B11527,40117,249 hours and 43 minutes,426
B26322,15713,122 hours and 0 minutes,140
B41822,7825,31 hours and 7 minutes,116
B95173,34151,38 hours and 9 minutes,1013
B85565,34414,159 hours and 2 minutes,430
B35761,42319,185 hours and 48 minutes,554
B78119,27684,198 hours and 27 minutes,259
B95333,47750,39 hours and 10 minutes,1301
B49761,4465,22 hours and 2 minutes,54
B62677,9032,23 hours and 31 minutes,163
B12474,15260,89 hours and 47 minutes,168
B44336,33946,143 hours and 41 minutes,438
B68981,45749,75 hours and 9 minutes,1272
B41654,15459,90 hours and 10 minutes,173
B45883,34050,145 hours and 35 minutes,445
B42611,49775,343 hours and 49 minutes,493
B22411,21463,120 hours and 51 minutes,233
B61116,28662,219 hours and 10 minutes,257
B85359,39738,289 hours and 6 minutes,375
B34795,40991,60 hours and 48 minutes,1305
B24224,14551,110 hours and 22 minutes,132
B56363,39752,100 hours and 56 minutes,676
B71594,39508,56 hours and 2 minutes,1062
B86671,35649,163 hours and 36 minutes,441
B98957,34464,130 hours and 15 minutes,510
B49288,18808,81 hours and 38 minutes,254
B25332,35051,26 hours and 38 minutes,990
B85437,18365,123 hours and 24 minutes,180
B91895,33816,129 hours and 40 minutes,461
B46181,43808,296 hours and 44 minutes,427
B24282,18886,34 hours and 35 minutes,486
B73276,21194,82 hours and 47 minutes,283
B97734,21877,139 hours and 16 minutes,222
B69769,16505,112 hours and 33 minutes,160
B18546,31578,112 hours and 44 minutes,447
B53335,44653,305 hours and 16 minutes,435
B86432,11607,90 hours and 33 minutes,102
B58493,20863,143 hours and 49 minutes,203
B48244,27846,183 hours and 42 minutes,277
B89726,28202,106 hours and 33 minutes,427
B73521,4878,12 hours and 40 minutes,96
B78713,44483,31 hours and 24 minutes,1835
B63389,18172,133 hours and 4 minutes,166
B15625,48234,143 hours and 24 minutes,820
B78786,48012,106 hours and 5 minutes,1266
B29885,38440,94 hours and 3 minutes,786
B17356,11727,71 hours and 11 minutes,125
B76616,18377,87 hours and 42 minutes,235
B49299,7706,53 hours and 46 minutes,75
B49898,36667,166 hours and 45 minutes,452
B54148,11846,35 hours and 52 minutes,214
B81737,4690,34 hours and 37 minutes,43
B73259,30182,200 hours and 23 minutes,302
B54371,21417,60 hours and 11 minutes,379
B21359,43145,338 hours and 34 minutes,376
B78534,25804,26 hours and 22 minutes,600
B86719,6796,29 hours and 49 minutes,87
B11212,29719,25 hours and 37 minutes,975
B33357,37503,33 hours and 25 minutes,1098
B14786,9786,25 hours and 27 minutes,198
B58339,24694,152 hours and 54 minutes,255
B27267,45075,193 hours and 25 minutes,632
B91279,11469,82 hours and 50 minutes,107
B45237,27527,17 hours and 18 minutes,1103
B31382,21827,17 hours and 38 minutes,661
B47637,39320,47 hours and 1 minutes,1055
B69184,24526,79 hours and 1 minutes,372
B52516,41827,88 hours and 15 minutes,974
B34288,36941,37 hours and 39 minutes,774
B58728,31878,238 hours and 44 minutes,292
B96826,31999,28 hours and 9 minutes,910
B78827,7985,47 hours and 24 minutes,88
B43687,45578,90 hours and 53 minutes,895
B33434,4074,17 hours and 15 minutes,51
B21575,19620,68 hours and 12 minutes,310
B42855,11541,13 hours and 22 minutes,332
B83482,4205,15 hours and 14 minutes,60
B61398,12385,65 hours and 43 minutes,148
B88234,12251,43 hours and 26 minutes,188
B62122,26542,199 hours and 33 minutes,238
B58873,11743,21 hours and 44 minutes,275
B91197,26574,158 hours and 27 minutes,287
B86641,5288,4 hours and 52 minutes,163
B62329,35437,31 hours and 39 minutes,1328
B23495,22340,158 hours and 5 minutes,208
B81343,7493,43 hours and 44 minutes,82
B65838,17207,126 hours and 39 minutes,162
B21482,27594,85 hours and 30 minutes,499
B99975,18095,77 hours and 22 minutes,237
B46767,13382,61 hours and 46 minutes,173
B45471,24668,34 hours and 23 minutes,827
B42523,10218,7 hours and 5 minutes,327
B64837,30227,18 hours and 40 minutes,883
B76375,36029,256 hours and 7 minutes,336
B69161,46910,171 hours and 26 minutes,724
B12896,33861,23 hours and 40 minutes,1250
B19433,7813,49 hours and 34 minutes,80
B52991,13698,109 hours and 15 minutes,119
B17269,48160,39 hours and 41 minutes,1992
B65867,30575,148 hours and 33 minutes,366
B41332,32954,136 hours and 37 minutes,471
B69283,42566,45 hours and 19 minutes,2120
B72889,16002,125 hours and 24 minutes,143
B26896,12906,58 hours and 51 minutes,163
B25197,14050,35 hours and 24 minutes,267
B82549,34987,131 hours and 45 minutes,512
B98684,14570,57 hours and 59 minutes,211
B39231,19460,117 hours and 48 minutes,209
B52382,48508,293 hours and 59 minutes,493
B64229,41675,313 hours and 8 minutes,380
B67316,14449,106 hours and 9 minutes,131
B47856,26199,148 hours and 39 minutes,282
B25721,34541,93 hours and 35 minutes,643
B93444,16287,85 hours and 39 minutes,193
B15123,14156,61 hours and 44 minutes,188
B46171,24018,39 hours and 48 minutes,496
B21183,10846,86 hours and 35 minutes,95
B83578,30406,103 hours and 8 minutes,465
B52457,42240,180 hours and 54 minutes,567
B14758,25513,170 hours and 3 minutes,247
B55164,45346,183 hours and 39 minutes,683
B69572,27288,84 hours and 41 minutes,498
B39339,23787,65 hours and 15 minutes,407
B64129,18981,93 hours and 27 minutes,242
B41297,17402,133 hours and 37 minutes,152
B14394,44571,232 hours and 33 minutes,545
B85684,37634,186 hours and 57 minutes,446
B38174,22612,83 hours and 43 minutes,328
B49449,21225,104 hours and 40 minutes,249
B77685,17396,137 hours and 25 minutes,154
B67168,11913,43 hours and 58 minutes,171
B66298,38477,77 hours and 8 minutes,923
B37216,10732,17 hours and 32 minutes,263
B75817,47064,299 hours and 39 minutes,476
B51369,36541,103 hours and 16 minutes,616
B58589,15108,60 hours and 1 minutes,215
B81495,26449,79 hours and 59 minutes,395
B99128,28924,125 hours and 2 minutes,380
B47828,26582,41 hours and 55 minutes,658
B34844,32 thousand 3 hundred and 7,114 hours and 21 minutes,496
B56133,15014,27 hours and 55 minutes,317
B75443,42283,144 hours and 4 minutes,663
B71633,20471,14 hours and 32 minutes,792
B16713,25096,173 hours and 10 minutes,247
B65871,40097,235 hours and 28 minutes,443
B91219,44509,209 hours and 50 minutes,604
B47895,12453,58 hours and 58 minutes,157
B83992,21751,38 hours and 52 minutes,485
B31165,35861,221 hours and 25 minutes,365
B15387,48762,221 hours and 37 minutes,613
B82646,47645,156 hours and 57 minutes,820
B51727,29570,35 hours and 55 minutes,892
B19329,18645,13 hours and 25 minutes,572
B97513,46158,45 hours and 14 minutes,1239
B85413,23871,156 hours and 27 minutes,233
B25254,10671,54 hours and 5 minutes,121
B96434,13567,34 hours and 59 minutes,244
B97524,18137,14 hours and 14 minutes,551
B71388,15306,9 hours and 58 minutes,503
B87553,16010,55 hours and 42 minutes,256
B85284,10821,76 hours and 44 minutes,102
B43939,18455,94 hours and 15 minutes,218
B48128,40235,238 hours and 34 minutes,420
B16166,1596,3 hours and 18 minutes,34
B23594,25334,48 hours and 23 minutes,559
B19198,20621,95 hours and 48 minutes,251
B32541,2370,8 hours and 14 minutes,35
B77516,14841,28 hours and 43 minutes,317
B89717,27158,206 hours and 48 minutes,246
B35949,9993,49 hours and 12 minutes,121
B79361,35410,201 hours and 53 minutes,395
B53714,22994,25 hours and 39 minutes,657
B42498,2838,17 hours and 5 minutes,29
B81444,29790,188 hours and 37 minutes,314
B44813,13299,41 hours and 15 minutes,220
B32274,5907,13 hours and 4 minutes,113
B58255,23682,135 hours and 53 minutes,263
B46749,41138,111 hours and 58 minutes,655
B35438,46762,60 hours and 38 minutes,1175
B94373,16534,107 hours and 22 minutes,168
B17129,29518,176 hours and 15 minutes,322
B54474,25290,72 hours and 33 minutes,457
B55395,45555,142 hours and 16 minutes,715
B56224,39693,87 hours and 22 minutes,781
B13868,37523,51 hours and 45 minutes,1323
B73255,49017,48 hours and 15 minutes,1271
B97847,15880,34 hours and 35 minutes,334
B74651,17406,29 hours and 39 minutes,389
B69986,11001,85 hours and 22 minutes,97
B55658,27170,46 hours and 5 minutes,608
B93968,30724,186 hours and 3 minutes,327
B21418,44924,64 hours and 16 minutes,1032
B16598,47568,178 hours and 31 minutes,726
B38399,26242,39 hours and 23 minutes,554
B58596,41864,136 hours and 31 minutes,668
B85637,9220,65 hours and 41 minutes,89
B69685,2847,12 hours and 38 minutes,38
B47249,48736,186 hours and 13 minutes,700
B27548,7513,54 hours and 39 minutes,68
B77288,24613,158 hours and 40 minutes,249
B95913,12670,86 hours and 7 minutes,121
B14464,6631,47 hours and 35 minutes,62
B78626,15855,98 hours and 46 minutes,166
B65628,15461,51 hours and 44 minutes,257
B59364,30795,44 hours and 42 minutes,1094
B43815,22031,106 hours and 32 minutes,260
B57796,39430,86 hours and 42 minutes,822
B86733,13583,9 hours and 40 minutes,507
B57276,40434,248 hours and 29 minutes,421
B68152,31686,204 hours and 20 minutes,322
B15831,16477,117 hours and 34 minutes,155
B31185,29724,74 hours and 17 minutes,584
B88599,44928,52 hours and 28 minutes,1873
B43924,27987,136 hours and 10 minutes,342
B94893,22681,88 hours and 53 minutes,346
B75169,3954,17 hours and 23 minutes,57
B73321,40078,257 hours and 25 minutes,407
B15868,17563,82 hours and 54 minutes,229
B97859,24811,75 hours and 5 minutes,449
B77569,41116,141 hours and 22 minutes,641
B72185,23817,12 hours and 13 minutes,1083
B35796,13416,57 hours and 13 minutes,196
B65333,39570,23 hours and 21 minutes,1625
B85497,29683,155 hours and 25 minutes,333
B41511,4281,21 hours and 0 minutes,53
B99752,24271,160 hours and 2 minutes,252
B55772,27889,164 hours and 34 minutes,290
B37275,38600,78 hours and 43 minutes,716
B54196,19733,126 hours and 16 minutes,202
B84966,34708,77 hours and 45 minutes,614
B41149,20933,91 hours and 54 minutes,276
B69848,32893,112 hours and 27 minutes,492
B41375,15905,96 hours and 48 minutes,164
B48796,10153,69 hours and 20 minutes,96
B58661,23124,74 hours and 59 minutes,411
B46287,11177,58 hours and 31 minutes,129
B73649,41602,27 hours and 37 minutes,1078
B53946,13770,55 hours and 44 minutes,196
B88872,6949,35 hours and 7 minutes,82
B74579,38395,204 hours and 38 minutes,455
B84673,42823,211 hours and 56 minutes,496
B54955,17101,111 hours and 40 minutes,170
B21515,22324,48 hours and 42 minutes,431
B44496,27833,149 hours and 16 minutes,308
B49281,14539,8 hours and 41 minutes,511
B54687,40770,112 hours and 18 minutes,731
B62424,42097,102 hours and 44 minutes,813
B84946,36352,272 hours and 30 minutes,331
B87652,40230,206 hours and 44 minutes,463
B41495,6316,21 hours and 9 minutes,103
B98753,46654,268 hours and 22 minutes,516
B29364,43810,36 hours and 37 minutes,1890
B25762,29235,192 hours and 19 minutes,289
B47448,1474,6 hours and 43 minutes,20
B11371,47580,128 hours and 11 minutes,843
B18995,31134,236 hours and 38 minutes,282
B45725,35743,145 hours and 37 minutes,473
B88338,19083,105 hours and 1 minutes,215
B76194,41802,255 hours and 5 minutes,431
B23455,28898,165 hours and 45 minutes,318
B22178,25155,131 hours and 12 minutes,299
B47756,27549,114 hours and 1 minutes,369
B35625,9465,8 hours and 6 minutes,330
B92918,4315,20 hours and 0 minutes,53
B44211,10234,42 hours and 39 minutes,142
B94617,43565,294 hours and 49 minutes,428
B71575,34428,43 hours and 31 minutes,876
B22818,7153,4 hours and 5 minutes,247
B73193,18909,13 hours and 15 minutes,766
B61126,27287,197 hours and 23 minutes,257
B23796,36463,34 hours and 4 minutes,1105
B63953,32332,109 hours and 40 minutes,495
B89438,28815,59 hours and 3 minutes,547
B74183,45688,37 hours and 18 minutes,1334
B82845,7238,54 hours and 15 minutes,65
B77352,20668,93 hours and 24 minutes,274
B85232,11631,78 hours and 45 minutes,114
B94441,6352,33 hours and 16 minutes,73
B16864,41935,86 hours and 58 minutes,940
B38785,33843,26 hours and 49 minutes,1265
B27568,42816,217 hours and 59 minutes,493
B66756,35152,170 hours and 46 minutes,459
B37737,15841,102 hours and 11 minutes,162
B72484,31010,131 hours and 17 minutes,431
B48888,45308,188 hours and 52 minutes,611
B87952,23520,76 hours and 4 minutes,362
B77959,33913,171 hours and 11 minutes,400
B83714,34383,111 hours and 40 minutes,620
B11363,40844,58 hours and 3 minutes,1284
B19846,30999,24 hours and 29 minutes,1387
B78176,24127,113 hours and 53 minutes,308
B84628,15115,57 hours and 7 minutes,235
B23367,27149,158 hours and 32 minutes,301
B62932,28546,21 hours and 47 minutes,1032
B51972,28139,110 hours and 3 minutes,424
B23432,30984,63 hours and 45 minutes,631
B43521,9523,43 hours and 41 minutes,120
B19994,30514,133 hours and 12 minutes,375
B46337,28070,75 hours and 56 minutes,535
B18379,46278,231 hours and 17 minutes,560
B19858,24762,88 hours and 51 minutes,381
B81128,28551,70 hours and 17 minutes,520
B44995,8049,46 hours and 18 minutes,87
B53266,12766,69 hours and 31 minutes,150
B94897,13559,79 hours and 1 minutes,148
B76132,20672,118 hours and fourteen minutes,236
B61953,24107,136 hours and 13 minutes,274
B61856,35759,195 hours and 53 minutes,399
B38877,30390,146 hours and 44 minutes,381
B64625,9246,73 hours and 35 minutes,82
B72621,41943,132 hours and 45 minutes,777
B81321,11988,11 hours and 13 minutes,267
B82181,28512,134 hours and 14 minutes,354
B34274,40120,207 hours and 47 minutes,471
B96363,13348,53 hours and 39 minutes,194
B92543,21264,23 hours and 44 minutes,518
B72634,11494,21 hours and 55 minutes,253
B83247,40590,20 hours and 41 minutes,1819
B73355,12599,81 hours and 44 minutes,133
B31665,48768,187 hours and 17 minutes,693
B46437,44495,144 hours and 16 minutes,714
B85795,13853,60 hours and 33 minutes,195
B35782,20256,119 hours and 48 minutes,213
B71848,48470,373 hours and 4 minutes,431
B28539,23399,34 hours and 53 minutes,777
B35714,2535,3 hours and 51 minutes,68
B11551,9041,25 hours and 13 minutes,172
B44444,34648,193 hours and 1 minutes,393
B41958,1007,1 hours and 41 minutes,25
B25128,23262,114 hours and 25 minutes,279
B59413,20282,123 hours and 11 minutes,219
B36754,31458,53 hours and 6 minutes,712
B62718,2929,7 hours and 50 minutes,53
B88716,23259,99 hours and 7 minutes,308
B11588,33457,262 hours and 39 minutes,293
B23474,19564,80 hours and 30 minutes,281
B76294,40458,196 hours and 55 minutes,499
B87576,22796,172 hours and 27 minutes,204
B78856,15206,23 hours and 59 minutes,414
B18142,21564,52 hours and 52 minutes,406
B78662,19677,94 hours and 8 minutes,235
B13954,1853,4 hours and 40 minutes,35
B31361,22425,145 hours and 31 minutes,228
B75391,45721,113 hours and 52 minutes,798
B26839,33235,116 hours and 25 minutes,520
B98911,2375,5 hours and 57 minutes,44
B58543,27967,150 hours and 54 minutes,322
B57426,40723,29 hours and 40 minutes,1577
B49982,28222,25 hours and 45 minutes,858
B23482,1334,6 hours and 4 minutes,16
B34714,14811,62 hours and 49 minutes,204
B65214,25798,119 hours and 7 minutes,336
B82463,32745,100 hours and 47 minutes,555
B66473,23065,29 hours and 45 minutes,561
B17612,5163,8 hours and 5 minutes,129
B62683,45481,180 hours and 50 minutes,622
B18349,4121,21 hours and 40 minutes,48
B93486,35153,20 hours and 42 minutes,3228
B39292,18820,20 hours and 12 minutes,646
B76154,33635,147 hours and 35 minutes,468
B11351,6613,23 hours and 7 minutes,112
B47168,33870,39 hours and 39 minutes,1133
B79311,1503,9 hours and 0 minutes,15
B76197,29713,110 hours and 45 minutes,428
B33368,47998,163 hours and 26 minutes,732
B17595,26692,31 hours and 33 minutes,1046
B81664,46815,191 hours and 9 minutes,652
B87919,29496,188 hours and 54 minutes,292
B56284,40828,212 hours and 1 minutes,474
B86783,21470,152 hours and 57 minutes,207
B57742,22941,44 hours and 10 minutes,481
B39272,39406,214 hours and 22 minutes,449
B53227,31977,130 hours and 21 minutes,448
B43654,39047,187 hours and 2 minutes,485
B85314,30765,196 hours and 50 minutes,317
B46491,13095,19 hours and 42 minutes,285
B77811,11184,62 hours and 21 minutes,121
B29289,24661,27 hours and 3 minutes,605
B14856,8489,41 hours and 53 minutes,107
B68984,5801,16 hours and 58 minutes,95
B13755,40792,51 hours and 35 minutes,1057
B37353,35178,175 hours and 10 minutes,441
B56975,46099,109 hours and 28 minutes,785
B36634,32419,92 hours and 48 minutes,606
B72422,45681,102 hours and 14 minutes,940
B36366,45569,354 hours and 27 minutes,403
B32443,14182,55 hours and 15 minutes,203
B31498,23402,118 hours and 49 minutes,277
B71558,12965,72 hours and 51 minutes,146
B79954,15323,56 hours and 22 minutes,241
B32253,5568,38 hours and 35 minutes,55
B54216,36275,24 hours and 39 minutes,1157
B77155,23487,156 hours and 15 minutes,236
B74416,42019,23 hours and 31 minutes,1386
B37985,31200,133 hours and 56 minutes,423
B14391,10637,47 hours and 2 minutes,137
B61438,21569,37 hours and 20 minutes,445
B84117,12830,94 hours and 16 minutes,117
B98185,45199,155 hours and 58 minutes,691
B36481,22211,123 hours and 0 minutes,254
B53396,17003,27 hours and 20 minutes,431
B94834,32309,200 hours and 30 minutes,329
B31338,22586,24 hours and 58 minutes,588
B35925,15237,84 hours and 48 minutes,165
B98815,36184,70 hours and 17 minutes,810
B79685,12624,39 hours and 12 minutes,193
B46288,32024,25 hours and 44 minutes,1029
B18336,44911,106 hours and 10 minutes,739
B98779,43062,26 hours and 10 minutes,2044
B55664,35363,215 hours and 50 minutes,379
B38814,30904,113 hours and 47 minutes,449
B93282,44870,40 hours and 43 minutes,1737
B92281,23283,75 hours and 4 minutes,360
B28659,15499,111 hours and 12 minutes,145
B15538,46524,165 hours and 28 minutes,754
B55421,28942,182 hours and 17 minutes,279
B71563,18237,141 hours and 53 minutes,161
B27264,47583,201 hours and 36 minutes,570
B42187,45838,268 hours and 15 minutes,506
B19917,39128,185 hours and 1 minutes,491
B33548,3289,6 hours and 55 minutes,69
B16515,29208,29 hours and 40 minutes,794
B38578,27496,206 hours and 14 minutes,250
B28444,41806,332 hours and 59 minutes,361
B21147,31200,107 hours and 6 minutes,470
B75337,31732,72 hours and 53 minutes,595
