PID,LOC,"Debug Time","Bugs REM"
A44869,17473,53 hours and 56 minutes,321
A17755,32597,159 hours and 30 minutes,390
A34585,9320,45 hours and 45 minutes,123
A46374,20389,149 hours and 39 minutes,189
A49424,39428,129 hours and 48 minutes,678
A47623,24526,41 hours and 46 minutes,565
A93356,30894,181 hours and 45 minutes,341
A53153,26159,156 hours and 43 minutes,278
A25629,45912,299 hours and 57 minutes,450
A35728,49886,162 hours and 7 minutes,807
A35437,17662,9 hours and 43 minutes,689
A89262,25118,22 hours and 33 minutes,631
A95491,17490,37 hours and 8 minutes,382
A22887,13834,27 hours and 4 minutes,329
A89151,3700,29 hours and 15 minutes,32
A87335,17198,116 hours and 15 minutes,168
A56782,42501,58 hours and 12 minutes,968
A87318,35025,58 hours and 51 minutes,804
A23483,10424,69 hours and 40 minutes,102
A95498,19473,118 hours and 44 minutes,206
A66794,7422,25 hours and 56 minutes,112
A51232,26069,38 hours and 46 minutes,692
A51916,14184,73 hours and 35 minutes,172
A45658,42962,164 hours and 6 minutes,632
A73826,39887,39 hours and 14 minutes,998
A15693,38235,300 hours and 7 minutes,334
A71868,40957,167 hours and 9 minutes,573
A67332,40036,180 hours and 43 minutes,523
A13571,3485,20 hours and 48 minutes,37
A54852,9291,68 hours and 39 minutes,86
A18154,14969,97 hours and 26 minutes,147
A43842,2942,16 hours and 23 minutes,33
A88757,16672,50 hours and 36 minutes,269
A46382,24225,88 hours and 28 minutes,324
A45733,18177,59 hours and 14 minutes,308
A89679,38518,91 hours and 8 minutes,795
A13729,35593,164 hours and 33 minutes,443
A64282,36986,154 hours and 42 minutes,509
A58921,6635,38 hours and 22 minutes,71
A97564,2790,14 hours and 23 minutes,33
A28281,40729,95 hours and 25 minutes,905
A88325,9305,6 hours and 54 minutes,315
A26591,16182,20 hours and 30 minutes,406
A64436,6927,40 hours and 7 minutes,76
A65533,19664,122 hours and 17 minutes,202
A59466,47882,271 hours and 15 minutes,532
A71353,19439,58 hours and 15 minutes,324
A63924,46922,257 hours and 37 minutes,546
A94523,48382,191 hours and 27 minutes,675
A65758,10199,67 hours and 29 minutes,103
A43598,33994,208 hours and 23 minutes,358
A77894,31581,97 hours and 39 minutes,541
A71418,8656,20 hours and 29 minutes,151
A69677,43680,83 hours and 32 minutes,876
A41253,35108,204 hours and 54 minutes,376
A81857,15721,107 hours and 4 minutes,154
A99239,35972,259 hours and 1 minutes,344
A56588,25729,75 hours and 49 minutes,424
A65698,5214,41 hours and 17 minutes,46
A12576,44186,177 hours and 9 minutes,623
A24114,16404,95 hours and 17 minutes,180
A67428,3634,4 hours and 3 minutes,93
A78925,31715,148 hours and 33 minutes,392
A18971,17742,111 hours and 27 minutes,179
A98477,"25, 218",178 hours and 26 minutes,238
A52411,21715,157 hours and 0 minutes,201
A93553,35512,172 hours and 57 minutes,446
A33515,3159,24 hours and 49 minutes,27
A58315,15039,82 hours and 25 minutes,168
A99473,19708,122 hours and 54 minutes,206
A95276,20939,134 hours and 53 minutes,213
A95132,7726,20 hours and 29 minutes,140
A76127,20851,127 hours and 46 minutes,213
A62122,38103,243 hours and 33 minutes,398
A17873,33714,169 hours and 58 minutes,389
A13266,19454,109 hours and 13 minutes,226
A21594,9315,18 hours and 20 minutes,168
A67468,2737,1 hours and 38 minutes,100
A53817,24132,188 hours and 36 minutes,215
A73916,18055,133 hours and 36 minutes,166
A45666,18783,121 hours and 27 minutes,195
A35567,32843,49 hours and 14 minutes,882
A79641,37190,284 hours and 58 minutes,335
A83399,45690,58 hours and 24 minutes,1167
A92946,4981,4 hours and 50 minutes,179
A68475,22953,86 hours and 10 minutes,342
A48427,33566,262 hours and 41 minutes,295
A19195,31917,162 hours and 5 minutes,398
A56633,37683,135 hours and 22 minutes,570
A76759,33037,177 hours and 53 minutes,three hundred and fifty nine
A14736,36376,289 hours and 24 minutes,322
A82818,23285,99 hours and 47 minutes,312
A58755,5048,16 hours and 51 minutes,82
A66622,38857,273 hours and 25 minutes,366
A76989,25474,193 hours and 18 minutes,233
A74793,22366,57 hours and 29 minutes,389
A36777,35481,62 hours and 59 minutes,820
A44199,13994,103 hours and 55 minutes,128
A43932,15730,32 hours and 19 minutes,348
A92261,34169,168 hours and 29 minutes,430
A96893,35950,265 hours and 58 minutes,332
A38357,43891,68 hours and 34 minutes,972
A16778,20499,67 hours and 51 minutes,334
A58292,25787,27 hours and 45 minutes,769
A75745,26946,206 hours and 58 minutes,247
A81238,41585,42 hours and 0 minutes,1150
A25767,49335,279 hours and 10 minutes,542
A15241,4844,27 hours and 25 minutes,53
A42868,43553,71 hours and 27 minutes,978
A24762,30737,52 hours and 10 minutes,824
A47265,41420,68 hours and 11 minutes,895
A39962,32487,39 hours and 46 minutes,965
A93399,48760,362 hours and 54 minutes,455
A41611,17224,68 hours and 31 minutes,242
A34588,17160,47 hours and 33 minutes,292
A29419,26127,98 hours and 34 minutes,357
A99593,24773,29 hours and 9 minutes,597
A15672,3105,9 hours and 13 minutes,55
A91376,23965,114 hours and 23 minutes,291
A56759,19010,30 hours and 53 minutes,435
A65421,25771,107 hours and 5 minutes,374
A84271,42746,158 hours and 29 minutes,634
A41963,29887,41 hours and 35 minutes,726
A37878,33267,167 hours and 12 minutes,379
A51796,17308,61 hours and 7 minutes,266
A39454,25809,77 hours and 32 minutes,458
A52358,29871,28 hours and 8 minutes,839
A89119,44842,150 hours and 13 minutes,673
A59959,47816,131 hours and 9 minutes,896
A59786,45121,146 hours and 12 minutes,776
A33757,14089,9 hours and 44 minutes,541
A21532,6511,13 hours and 1 minutes,146
A53389,38169,133 hours and 22 minutes,559
A37161,22265,89 hours and 7 minutes,308
A36555,8047,37 hours and 50 minutes,100
A65975,23036,158 hours and 38 minutes,223
A29827,27781,76 hours and 7 minutes,536
A68376,49398,113 hours and 55 minutes,902
A91165,37678,30 hours and 27 minutes,1287
A38567,26438,52 hours and 4 minutes,589
A83215,44575,117 hours and 56 minutes,804
A34379,28072,55 hours and 46 minutes,633
A72767,42041,145 hours and 40 minutes,701
A88213,36765,130 hours and 13 minutes,567
A16349,47043,355 hours and 19 minutes,425
A47152,34190,183 hours and 24 minutes,397
A28457,29391,194 hours and 37 minutes,292
A53682,21172,40 hours and 17 minutes,460
A37394,25417,26 hours and 43 minutes,767
A65739,6283,33 hours and 26 minutes,71
A97698,37487,261 hours and 12 minutes,362
A79847,31231,177 hours and 12 minutes,362
A15118,17365,123 hours and 51 minutes,167
A51633,18835,45 hours and 29 minutes,311
A59923,29859,148 hours and 20 minutes,378
A99582,22207,149 hours and 19 minutes,214
A78476,37516,293 hours and 15 minutes,333
A76161,37812,298 hours and 38 minutes,333
A97455,17709,31 hours and 4 minutes,389
A16195,16811,30 hours and 28 minutes,386
A17571,18393,33 hours and 3 minutes,406
A25672,35450,72 hours and 45 minutes,911
A72725,13341,68 hours and 55 minutes,158
A87899,32070,47 hours and 20 minutes,1089
A22533,45687,195 hours and 43 minutes,618
A68893,6336,41 hours and 20 minutes,64
A98718,42252,40 hours and 24 minutes,1179
A62454,29141,90 hours and 14 minutes,456
A56583,6535,7 hours and 21 minutes,254
A56564,24440,132 hours and 9 minutes,262
A49413,27121,80 hours and 29 minutes,478
A24794,29280,133 hours and 40 minutes,382
A24699,43015,126 hours and 33 minutes,744
A15464,30041,194 hours and 18 minutes,306
A89834,21105,14 hours and 24 minutes,849
A38849,30607,72 hours and 52 minutes,538
A48675,45112,61 hours and 14 minutes,1765
A82541,38879,96 hours and 1 minutes,813
A78696,20090,91 hours and 32 minutes,268
A36621,15641,49 hours and 2 minutes,260
A32187,28048,210 hours and 42 minutes,254
A73542,1799,11 hours and 23 minutes,18
A33711,2019,14 hours and 17 minutes,19
A33597,20494,130 hours and 8 minutes,211
A26967,31362,106 hours and 4 minutes,529
A16155,6445,3 hours and 53 minutes,230
A91248,38997,148 hours and 35 minutes,561
A44416,31906,129 hours and 10 minutes,449
A26652,20762,69 hours and 49 minutes,326
A89259,22258,127 hours and 43 minutes,243
A35325,2634,17 hours and 47 minutes,26
A46114,45438,252 hours and 33 minutes,515
A25496,30246,42 hours and 11 minutes,686
A84542,14536,86 hours and 54 minutes,152
A78363,35555,208 hours and 6 minutes,386
A45796,42254,237 hours and 52 minutes,456
A37176,39387,258 hours and 12 minutes,384
A52246,45237,146 hours and 53 minutes,705
A26347,18590,104 hours and 31 minutes,206
A72111,29625,99 hours and 29 minutes,521
A75623,16034,33 hours and 53 minutes,315
A82925,29827,56 hours and 14 minutes,576
A66555,3158,18 hours and 0 minutes,36
A24786,18083,87 hours and 54 minutes,214
A64345,20576,143 hours and 2 minutes,197
A14135,1283,7 hours and 27 minutes,13
A21247,13654,95 hours and 8 minutes,129
A79343,18480,104 hours and 40 minutes,209
A87173,40226,94 hours and 23 minutes,775
A55992,19648,85 hours and 21 minutes,276
A48493,7695,39 hours and 48 minutes,94
A59612,9857,24 hours and 8 minutes,201
A47676,12129,seventy one hours and 48 minutes,126
A27781,9093,13 hours and 48 minutes,211
A29986,36542,236 hours and 10 minutes,374
A94345,12399,64 hours and 39 minutes,149
A86255,19406,42 hours and 49 minutes,443
A38936,31868,209 hours and 21 minutes,326
A78439,25301,133 hours and 46 minutes,299
A28179,31360,140 hours and 36 minutes,417
A39245,21047,77 hours and 44 minutes,316
A26381,40727,178 hours and 43 minutes,527
A46583,31360,79 hours and 25 minutes,529
A23286,32217,55 hours and 15 minutes,824
A49352,32558,235 hours and 11 minutes,302
A68866,11197,59 hours and 10 minutes,128
A78812,9644,75 hours and 12 minutes,86
A71713,24636,110 hours and 34 minutes,321
A73185,29516,121 hours and 59 minutes,422
A96359,30432,17 hours and 1 minutes,1120
A98424,29805,51 hours and 10 minutes,681
A35921,4550,11 hours and 25 minutes,83
A31163,5827,6 hours and 42 minutes,191
A18912,35331,188 hours and 25 minutes,411
A17427,39773,236 hours and 33 minutes,434
A13712,4577,5 hours and 28 minutes,142
A71932,27928,87 hours and 52 minutes,452
A39528,5331,29 hours and 26 minutes,61
A55263,10355,82 hours and 5 minutes,90
A32341,36211,151 hours and 49 minutes,469
A23642,23067,109 hours and 13 minutes,297
A75244,30353,169 hours and 42 minutes,343
A53533,25386,91 hours and 53 minutes,395
A86623,38713,200 hours and 44 minutes,482
A66412,20643,37 hours and 29 minutes,471
A91937,36083,26 hours and 12 minutes,1943
A25636,31637,237 hours and 18 minutes,286
A85973,33045,135 hours and 9 minutes,467
A74464,19480,92 hours and 36 minutes,245
A92153,25506,59 hours and 19 minutes,472
A99731,39883,308 hours and 38 minutes,354
A57692,39490,277 hours and 11 minutes,376
A68651,16247,90 hours and 55 minutes,176
A33348,42516,208 hours and 35 minutes,533
A23596,47473,40 hours and 13 minutes,1905
A22174,33615,115 hours and 58 minutes,525
A67396,41335,57 hours and 37 minutes,1039
A22724,23100,140 hours and 44 minutes,246
A35814,21588,149 hours and 29 minutes,211
A59921,17470,134 hours and 28 minutes,154
A73999,5835,39 hours and 55 minutes,58
A44643,42674,151 hours and 8 minutes,620
A45536,36479,163 hours and 52 minutes,466
A33779,38564,177 hours and 36 minutes,469
A25195,31414,235 hours and 53 minutes,286
A71666,36954,160 hours and 54 minutes,500
A68561,2091,12 hours and 27 minutes,22
A69426,43746,305 hours and 9 minutes,411
A95971,5227,26 hours and 38 minutes,61
A74766,42739,237 hours and 21 minutes,497
A66416,999999999999999,37 hours and 14 minutes,1056
A72999,10269,28 hours and 52 minutes,179
A49156,49594,107 hours and 37 minutes,1201
A27651,22836,27 hours and 5 minutes,613
A46866,9809,5 hours and 16 minutes,412
A82381,36692,156 hours and 3 minutes,486
A64545,25561,33 hours and 36 minutes,684
A78534,24047,54 hours and 5 minutes,526
A13481,5544,20 hours and 11 minutes,82
A77651,17957,102 hours and 36 minutes,197
A12215,35510,72 hours and 22 minutes,783
A65111,17333,119 hours and 28 minutes,167
A87446,40420,213 hours and 27 minutes,466
A63615,26449,46 hours and 38 minutes,639
A35314,48226,138 hours and 20 minutes,781
A15135,38347,169 hours and 12 minutes,500
A33158,9220,15 hours and 49 minutes,194
A21858,46656,196 hours and 9 minutes,625
A66141,6709,18 hours and 47 minutes,112
A56481,22502,24 hours and 52 minutes,759
A66323,18771,134 hours and 33 minutes,179
A18729,5629,21 hours and 15 minutes,75
A86218,49526,218 hours and 11 minutes,705
A26253,11313,76 hours and 56 minutes,113
A36656,1821,11 hours and 24 minutes,19
A63923,22625,26 hours and 36 minutes,697
A24389,9050,56 hours and 22 minutes,92
A17192,21190,126 hours and 43 minutes,227
A75513,20861,23 hours and 36 minutes,509
A84198,21077,87 hours and 22 minutes,289
A78528,22199,57 hours and 48 minutes,400
A34819,23690,107 hours and 25 minutes,303
A44119,33876,208 hours and 33 minutes,365
A69957,19833,28 hours and 56 minutes,565
A49744,38781,289 hours and 2 minutes,356
A24838,11737,80 hours and 12 minutes,115
A94635,26810,162 hours and 9 minutes,287
A35645,10525,55 hours and 38 minutes,127
A89721,23910,116 hours and 24 minutes,299
A86783,43877,135 hours and 31 minutes,713
A91978,5710,5 hours and 7 minutes,205
A19849,4961,22 hours and 1 minutes,65
A57543,24033,168 hours and 11 minutes,232
A77989,11123,71 hours and 34 minutes,115
A66742,31006,27 hours and 53 minutes,967
A83527,10447,27 hours and 41 minutes,200
A88214,11304,43 hours and 19 minutes,162
A54441,48578,143 hours and 42 minutes,851
A67645,17881,136 hours and 10 minutes,161
A67299,9300,73 hours and 32 minutes,83
A71989,17505,139 hours and 12 minutes,151
A84752,37570,241 hours and 57 minutes,376
A51312,29038,40 hours and 22 minutes,731
A36192,43009,91 hours and 35 minutes,890
A42296,36042,146 hours and 12 minutes,488
A21486,41202,299 hours and 8 minutes,389
A95882,39122,303 hours and 20 minutes,346
A39964,18353,27 hours and 48 minutes,434
A97887,20377,111 hours and 7 minutes,227
A19873,47926,178 hours and 10 minutes,729
A28641,48892,232 hours and 17 minutes,621
A48837,34988,213 hours and 6 minutes,370
A67239,39190,70 hours and 7 minutes,903
A72116,38157,159 hours and 7 minutes,520
A24491,15847,80 hours and 51 minutes,179
A64226,24147,45 hours and 42 minutes,700
A68987,4007,20 hours and 25 minutes,46
A68317,24123,96 hours and 5 minutes,324
A29644,39658,248 hours and 29 minutes,420
A28196,44227,290 hours and 36 minutes,461
A34336,33327,151 hours and 40 minutes,417
A69492,11324,42 hours and 12 minutes,159
A92147,37662,68 hours and 22 minutes,806
A62221,27943,192 hours and 7 minutes,270
A19479,28828,87 hours and 22 minutes,460
A47221,42277,174 hours and 3 minutes,574
A42416,30847,32 hours and 38 minutes,825
A11729,20680,125 hours and 44 minutes,224
A47513,6872,17 hours and 8 minutes,133
A26155,46952,319 hours and 25 minutes,455
A73958,43313,171 hours and 47 minutes,598
A53977,22207,148 hours and 44 minutes,221
A39927,43954,159 hours and 13 minutes,634
A55956,29216,194 hours and 43 minutes,283
A46242,28000,65 hours and 43 minutes,585
A23846,22636,71 hours and 25 minutes,348
A83346,38170,184 hours and 50 minutes,452
A51475,39224,63 hours and 48 minutes,880
A16136,31451,224 hours and 58 minutes,304
A67133,2867,3 hours and 10 minutes,73
A44746,9507,39 hours and 12 minutes,137
A92253,41697,236 hours and 29 minutes,472
A93858,31651,67 hours and 47 minutes,656
A53831,44451,119 hours and 1 minutes,838
A46456,4862,18 hours and 20 minutes,71
A31315,38410,254 hours and 50 minutes,384
A32794,32244,34 hours and 6 minutes,882
A17155,27038,25 hours and 19 minutes,741
A84855,45690,222 hours and 13 minutes,579
A18596,27033,185 hours and 41 minutes,259
A26664,11733,50 hours and 0 minutes,164
A81336,19782,109 hours and 32 minutes,223
A45228,3742,20 hours and 5 minutes,43
A37361,10054,76 hours and 49 minutes,90
A26326,9748,53 hours and 25 minutes,110
A15489,10538,41 hours and 34 minutes,150
A35669,5502,20 hours and 11 minutes,77
A74589,22078,95 hours and 45 minutes,296
A94739,5337,33 hours and 49 minutes,54
A18158,29697,56 hours and 26 minutes,674
A48841,13906,36 hours and 0 minutes,235
A14688,41719,113 hours and 29 minutes,870
A63453,23702,139 hours and 59 minutes,260
A11342,41025,43 hours and 36 minutes,1049
A55359,43870,323 hours and 12 minutes,398
A88351,41795,84 hours and 48 minutes,813
A46639,13331,91 hours and 18 minutes,129
A72738,35023,91 hours and 16 minutes,753
A57761,37558,207 hours and 55 minutes,409
A95955,8882,16 hours and 22 minutes,198
A73377,9587,42 hours and 51 minutes,124
A43966,7980,42 hours and 57 minutes,90
A43663,41454,121 hours and 48 minutes,712
A61793,9895,46 hours and 59 minutes,132
A94468,45541,93 hours and 27 minutes,890
A71673,18413,30 hours and 16 minutes,469
A28683,15328,106 hours and 5 minutes,146
A87514,8760,9 hours and 10 minutes,257
A56912,41876,73 hours and 43 minutes,920
A91356,18824,60 hours and 22 minutes,301
A53315,22828,134 hours and 20 minutes,236
A78415,35752,228 hours and 8 minutes,373
A47881,44357,303 hours and 35 minutes,426
A41636,34213,175 hours and 16 minutes,390
A89867,24654,103 hours and 45 minutes,337
A84247,43602,234 hours and 44 minutes,505
A15152,16028,108 hours and 15 minutes,155
A22956,2925,19 hours and 53 minutes,28
A28383,20737,35 hours and 49 minutes,509
A49436,39703,252 hours and 27 minutes,399
A28243,17844,76 hours and 52 minutes,236
A36588,39318,30 hours and 5 minutes,1489
A58885,40681,227 hours and 5 minutes,437
A47538,13174,46 hours and 35 minutes,206
A42548,10055,21 hours and 30 minutes,195
A71129,12245,14 hours and 34 minutes,399
A88487,1252,1 hours and 42 minutes,34
A95456,9166,45 hours and 38 minutes,112
A57589,14605,79 hours and 42 minutes,171
A92324,32278,46 hours and 0 minutes,702
A61113,35622,107 hours and 39 minutes,600
A76818,32232,87 hours and 49 minutes,662
A97765,20735,151 hours and 33 minutes,195
A85418,15237,109 hours and 19 minutes,142
A45641,18854,145 hours and 36 minutes,169
A77195,25764,60 hours and 54 minutes,500
A85325,14298,28 hours and 39 minutes,326
A98179,12006,80 hours and 11 minutes,118
A98365,16749,70 hours and 23 minutes,228
A12775,6921,31 hours and 2 minutes,94
A65939,28938,226 hours and 34 minutes,259
A28227,26265,80 hours and 18 minutes,399
A14858,21953,106 hours and 6 minutes,272
A21384,15805,117 hours and 28 minutes,149
A89518,22310,97 hours and 25 minutes,298
A78393,33247,223 hours and 24 minutes,328
A25752,8185,48 hours and 20 minutes,90
A94952,31466,217 hours and 0 minutes,300
A68348,31660,143 hours and 5 minutes,415
A21797,21275,117 hours and 34 minutes,236
A48846,39453,194 hours and 28 minutes,496
A82132,13242,68 hours and 33 minutes,159
A67233,26547,208 hours and 32 minutes,234
A28636,19170,20 hours and 8 minutes,613
A23411,35820,231 hours and 58 minutes,354
A43392,43517,67 hours and 19 minutes,1212
A16752,20740,60 hours and 1 minutes,383
A88428,46800,182 hours and 30 minutes,625
A34572,12868,96 hours and 2 minutes,118
A29872,5798,41 hours and 19 minutes,55
A27783,12876,59 hours and 58 minutes,166
A17862,40512,308 hours and 29 minutes,361
A19732,31792,32 hours and 10 minutes,1214
A62314,20663,34 hours and 50 minutes,544
A39929,43475,192 hours and 5 minutes,566
A44273,3882,9 hours and 13 minutes,74
A39128,31054,32 hours and 41 minutes,839
A55454,14836,66 hours and 38 minutes,211
A94181,10738,45 hours and 43 minutes,140
A34465,41047,86 hours and 1 minutes,925
A38385,46659,202 hours and 42 minutes,634
A32956,49685,262 hours and 35 minutes,580
A63393,9349,20 hours and 36 minutes,189
A12913,33748,50 hours and 20 minutes,807
A11678,37200,175 hours and 24 minutes,466
A61934,28872,66 hours and 30 minutes,506
A49515,6421,7 hours and 36 minutes,210
A18182,12723,78 hours and 19 minutes,133
A86834,1891,7 hours and 38 minutes,26
A54679,14723,39 hours and 57 minutes,272
A58573,17590,51 hours and 33 minutes,281
A85684,10945,85 hours and 28 minutes,95
A53249,25328,144 hours and 51 minutes,276
A17746,48926,123 hours and 19 minutes,1002
A29768,28721,42 hours and 31 minutes,663
A22911,48679,189 hours and 23 minutes,694
A15382,5238,7 hours and 23 minutes,149
A86695,24749,164 hours and 15 minutes,252
A62264,25913,117 hours and 37 minutes,334
A16883,32937,100 hours and 56 minutes,539
A94722,39339,187 hours and 48 minutes,541
A86174,31367,33 hours and 28 minutes,897
A67479,38179,204 hours and 58 minutes,448
A42448,30074,193 hours and 51 minutes,307
A54832,44135,334 hours and 18 minutes,401
A86761,10386,58 hours and 25 minutes,116
A78232,46678,104 hours and 56 minutes,969
A58576,23467,54 hours and 10 minutes,498
A85967,35075,173 hours and 30 minutes,416
A61814,19408,40 hours and 11 minutes,422
A95426,24652,148 hours and 8 minutes,273
A17769,1836,12 hours and 32 minutes,18
A91586,46530,361 hours and 17 minutes,411
A41142,31283,88 hours and 49 minutes,553
A84429,47796,247 hours and 12 minutes,564
A95668,27217,34 hours and 45 minutes,861
A47991,42753,195 hours and 55 minutes,533
A83789,39202,35 hours and 22 minutes,1235
A15269,38549,258 hours and 44 minutes,381
A87691,15639,77 hours and 28 minutes,195
A56423,28189,122 hours and 4 minutes,396
A74787,32810,85 hours and 54 minutes,633
A72292,16593,23 hours and 43 minutes,467
A74572,18894,80 hours and 6 minutes,267
A99715,27386,83 hours and 36 minutes,421
A71563,18003,90 hours and 33 minutes,220
A73383,19613,103 hours and 36 minutes,232
A58929,9666,57 hours and 49 minutes,102
A14754,38586,175 hours and 16 minutes,480
A47768,9749,59 hours and 57 minutes,103
A26418,30115,191 hours and 44 minutes,307
A74163,43098,110 hours and 54 minutes,794
A67493,43977,273 hours and 24 minutes,453
A77127,31694,252 hours and 49 minutes,278
A41261,8867,16 hours and 18 minutes,182
A72934,19790,84 hours and 18 minutes,278
A36726,27018,128 hours and 32 minutes,345
A88668,44453,270 hours and 57 minutes,485
A89635,45542,200 hours and 25 minutes,584
A99476,3514,10 hours and 42 minutes,61
A26746,14747,34 hours and 27 minutes,280
A86692,14323,87 hours and 4 minutes,152
A21778,44904,176 hours and 38 minutes,666
A46953,4706,6 hours and 17 minutes,128
A79168,42375,90 hours and 32 minutes,914
A96542,27995,187 hours and 32 minutes,272
A49471,22569,29 hours and 10 minutes,514
A45447,49042,386 hours and 24 minutes,430
A98917,48420,109 hours and 18 minutes,936
A27134,30012,95 hours and 53 minutes,441
A27932,30974,238 hours and 25 minutes,274
A64698,4054,7 hours and 38 minutes,87
A55121,42097,120 hours and 12 minutes,734
A76932,12942,11 hours and 27 minutes,532
A93118,28124,28 hours and 20 minutes,935
A29395,27744,52 hours and 1 minutes,727
A19413,31587,148 hours and 11 minutes,408
A26968,22557,147 hours and 56 minutes,228
