PID,LOC,"Debug Time","Bugs REM"
D46984,19654,81 hours and 1 minutes,268
D18823,5695,15 hours and 50 minutes,100
D35624,32539,93 hours and 5 minutes,588
D78813,33190,186 hours and 26 minutes,380
D38279,46648,334 hours and 21 minutes,457
D59517,39761,169 hours and 6 minutes,517
D74435,20656,142 hours and 4 minutes,209
D15145,39212,309 hours and 54 minutes,344
D27263,32030,16 hours and 26 minutes,1039
D45174,34396,113 hours and 43 minutes,523
D99624,44695,292 hours and 1 minutes,451
D69633,11046,22 hours and 17 minutes,231
D26832,9106,26 hours and 20 minutes,169
D44533,30757,155 hours and 17 minutes,366
D42812,15613,113 hours and 24 minutes,148
D29374,22127,132 hours and 11 minutes,234
D86449,48286,235 hours and 27 minutes,600
D71915,24117,51 hours and 7 minutes,455
D31914,26472,76 hours and 15 minutes,438
D75557,26039,203 hours and 41 minutes,230
D98386,33900,243 hours and 1 minutes,318
D31182,20188,116 hours and 36 minutes,221
D44389,38336,207 hours and 28 minutes,454
D72892,47543,365 hours and 19 minutes,428
D96988,38808,127 hours and 26 minutes,606
D29665,48448,363 hours and 47 minutes,441
D37929,5161,36 hours and 51 minutes,48
D47788,41920,191 hours and 38 minutes,545
D86518,3912,29 hours and 33 minutes,35
D92734,38983,305 hours and 10 minutes,347
D67268,22381,66 hours and 35 minutes,382
D94834,39485,185 hours and 14 minutes,515
D73959,25719,41 hours and 21 minutes,594
D16454,48237,304 hours and 12 minutes,498
D14558,43720,101 hours and 28 minutes,774
D85755,14801,65 hours and 17 minutes,185
D67427,16034,91 hours and 57 minutes,179
D14335,21168,109 hours and 30 minutes,265
D69586,3999,23 hours and 18 minutes,42
D78518,2704,13 hours and 34 minutes,32
D29195,31604,163 hours and 0 minutes,361
D65674,5233,40 hours and 40 minutes,46
D29427,18840,98 hours and 58 minutes,223
D84578,33805,73 hours and 16 minutes,742
D49969,27350,54 hours and 54 minutes,556
D93117,47750,194 hours and 39 minutes,612
D65863,20084,44 hours and 33 minutes,467
D96538,41773,61 hours and 59 minutes,1066
D61225,21385,147 hours and 44 minutes,209
D37866,2089,9 hours and 47 minutes,25
D18467,29282,98 hours and 56 minutes,499
D29819,17030,16 hours and 34 minutes,859
D57724,9178,52 hours and 57 minutes,103
D71751,37482,96 hours and 26 minutes,663
D66373,21906,116 hours and 33 minutes,256
D72323,10838,43 hours and 47 minutes,143
D86386,34023,220 hours and 42 minutes,357
D29234,42048,100 hours and 54 minutes,702
D32529,35223,278 hours and 37 minutes,307
D23849,3067,17 hours and 18 minutes,35
D49322,3114,23 hours and 31 minutes,27
D75546,11057,15 hours and 32 minutes,324
D74731,39192,276 hours and 16 minutes,377
D93971,20967,25 hours and 44 minutes,591
D48491,6056,41 hours and 48 minutes,58
D61937,23871,61 hours and 37 minutes,478
D19249,19243,61 hours and 52 minutes,268
D46118,14019,14 hours and 30 minutes,396
D99693,37731,72 hours and 57 minutes,707
D97884,25140,46 hours and 31 minutes,544
D26824,30516,110 hours and 44 minutes,479
D57233,46029,315 hours and 1 minutes,462
D16139,13943,109 hours and 7 minutes,122
D53253,26653,213 hours and 13 minutes,234
D89312,13491,11 hours and 35 minutes,493
D99492,44539,125 hours and 2 minutes,751
D23696,42796,293 hours and 39 minutes,427
D66492,17781,32 hours and 27 minutes,325
D12876,14938,111 hours and 8 minutes,138
D56284,29223,193 hours and 9 minutes,299
D14246,29797,112 hours and 41 minutes,416
D17624,12487,53 hours and 46 minutes,162
D85738,37877,125 hours and 55 minutes,600
D52362,12001,40 hours and 39 minutes,227
D99227,16862,45 hours and 29 minutes,286
D15858,6635,38 hours and 11 minutes,71
D21973,29410,128 hours and 29 minutes,396
D87361,24747,126 hours and 0 minutes,293
D34597,37073,19 hours and 19 minutes,1782
D77545,21689,26 hours and 59 minutes,577
D21959,27255,30 hours and 55 minutes,948
D48794,30216,182 hours and 15 minutes,321
D89933,30709,138 hours and 14 minutes,402
D45691,5553,6 hours and 23 minutes,145
D76448,11041,24 hours and 50 minutes,238
D39717,1166,4 hours and 43 minutes,14
D35192,15846,37 hours and 5 minutes,379
D69859,23915,186 hours and 17 minutes,214
D16481,38073,262 hours and 40 minutes,369
D55736,32298,197 hours and 21 minutes,347
D85176,20490,112 hours and 11 minutes,233
D52622,25347,65 hours and 12 minutes,491
D64527,9401,74 hours and 37 minutes,81
D38674,4619,16 hours and 41 minutes,73
D72611,36729,259 hours and 1 minutes,345
D89934,9903,50 hours and 58 minutes,117
D86612,48982,187 hours and 11 minutes,652
D14593,34489,136 hours and 40 minutes,455
D54671,36127,134 hours and 43 minutes,548
D43761,45893,90 hours and 59 minutes,907
D85132,2705,14 hours and 34 minutes,29
D53213,31252,79 hours and 9 minutes,567
D86444,4202,13 hours and 34 minutes,72
D74479,2292,13 hours and 48 minutes,24
D65741,9223,28 hours and 11 minutes,161
D94545,13695,10 hours and 44 minutes,409
D64354,11281,20 hours and 0 minutes,294
D43924,25566,96 hours and 21 minutes,376
D46235,46276,356 hours and 46 minutes,424
D66785,43298,149 hours and 30 minutes,645
D32146,23212,156 hours and 41 minutes,230
D14495,9958,11 hours and 37 minutes,244
D74377,34009,138 hours and 36 minutes,453
D41818,35689,155 hours and 23 minutes,496
D25713,47137,303 hours and 44 minutes,480
D36645,35002,102 hours and 24 minutes,583
D19195,17948,98 hours and 29 minutes,203
D42985,39917,161 hours and 34 minutes,552
D53918,1628,1 hours and 16 minutes,85
D86774,19143,10 hours and 30 minutes,751
D55872,44084,256 hours and 20 minutes,475
D31625,33693,165 hours and 58 minutes,398
D99973,25891,147 hours and 18 minutes,294
D86364,33420,200 hours and 15 minutes,345
D46229,27719,54 hours and 38 minutes,623
D68225,9498,43 hours and 3 minutes,132
D86767,11870,41 hours and 32 minutes,181
D96172,12546,24 hours and 53 minutes,291
D74853,21317,164 hours and 52 minutes,189
D38655,13149,26 hours and 52 minutes,270
D58957,27959,59 hours and 44 minutes,529
D14238,35982,202 hours and 34 minutes,403
D65322,32796,247 hours and 11 minutes,299
D76511,24522,23 hours and 38 minutes,687
D86165,16006,51 hours and 4 minutes,277
D96398,37045,38 hours and 54 minutes,940
D67522,41906,227 hours and 39 minutes,452
D34988,44746,265 hours and 4 minutes,489
D29337,34378,247 hours and 10 minutes,325
D31338,49593,375 hours and 44 minutes,450
D17133,10224,30 hours and 30 minutes,165
D92268,13684,32 hours and 27 minutes,247
D55389,11960,33 hours and 8 minutes,253
D55538,37379,252 hours and 31 minutes,373
D14215,17727,22 hours and 2 minutes,408
D77155,45419,50 hours and 19 minutes,1223
D82314,16937,12 hours and 47 minutes,478
D79716,16332,53 hours and 39 minutes,251
D66287,9570,45 hours and 33 minutes,112
D24589,12336,45 hours and 23 minutes,185
D56348,42206,96 hours and 53 minutes,931
D83264,35875,162 hours and 26 minutes,464
D33269,18938,147 hours and 18 minutes,168
D42618,23352,152 hours and 52 minutes,233
D35959,42602,197 hours and 36 minutes,558
D47669,30207,87 hours and 14 minutes,510
D64793,31840,100 hours and 30 minutes,589
D95914,24383,29 hours and 49 minutes,606
D84312,41373,182 hours and 28 minutes,531
D55136,39837,199 hours and 59 minutes,483
D98522,33111,219 hours and 45 minutes,324
D35267,14582,90 hours and 56 minutes,154
D97613,3671,21 hours and 40 minutes,37
D35994,18219,36 hours and 27 minutes,358
D96958,1552,11 hours and 2 minutes,14
D31473,28253,199 hours and 53 minutes,273
D94134,14646,84 hours and 16 minutes,162
D61621,49093,374 hours and 52 minutes,444
D66767,23679,54 hours and 20 minutes,511
D49849,35992,239 hours and 24 minutes,358
D76598,18934,47 hours and 12 minutes,367
D89597,29662,22 hours and 48 minutes,799
D78861,6818,31 hours and 34 minutes,88
D66932,3564,12 hours and 52 minutes,55
D62254,2768,8 hours and 55 minutes,41
D71798,42189,107 hours and 13 minutes,789
D54449,23686,113 hours and 4 minutes,295
D58615,35033,230 hours and 5 minutes,361
D91393,25173,148 hours and 38 minutes,263
D44628,44430,241 hours and 34 minutes,512
D11173,8154,31 hours and 51 minutes,122
D13397,36852,267 hours and 39 minutes,349
D35835,21315,123 hours and 1 minutes,232
D94492,24008,58 hours and 20 minutes,432
D88113,4993,17 hours and 1 minutes,77
D34461,41067,119 hours and 2 minutes,721
D38322,37851,295 hours and 27 minutes,335
D98472,26551,129 hours and 40 minutes,320
D26437,43877,57 hours and 19 minutes,1173
D43854,44056,222 hours and 24 minutes,554
D33129,9174,70 hours and 5 minutes,83
D25978,20194,98 hours and 47 minutes,249
D86222,43134,290 hours and 33 minutes,426
D68587,21816,60 hours and 39 minutes,424
D41886,47396,190 hours and 31 minutes,651
D32823,21963,41 hours and 23 minutes,466
D66351,29757,101 hours and 49 minutes,438
D79372,20826,142 hours and 51 minutes,200
D27973,6555,7 hours and 52 minutes,186
D14396,14897,34 hours and 4 minutes,294
D52364,42484,333 hours and 56 minutes,374
D67174,28786,78 hours and 32 minutes,531
D83326,21448,113 hours and 55 minutes,242
D76189,25495,68 hours and 0 minutes,514
D21812,39597,169 hours and 56 minutes,527
D16195,8466,51 hours and 47 minutes,89
D26252,46459,356 hours and 55 minutes,425
D42141,21182,92 hours and 50 minutes,278
D63585,15462,49 hours and 24 minutes,244
D51177,27443,39 hours and 49 minutes,726
D12646,14756,51 hours and 10 minutes,232
D38286,12583,76 hours and 39 minutes,131
D47693,42733,74 hours and 25 minutes,1137
D69299,38595,150 hours and 16 minutes,584
D73998,27907,94 hours and 16 minutes,447
D45681,28774,60 hours and 2 minutes,766
D55243,7108,9 hours and 7 minutes,244
D24514,24557,76 hours and 36 minutes,419
D14451,29937,103 hours and ten minutes,439
D81828,4025,32 hours and 3 minutes,35
D75268,2812,16 hours and 37 minutes,29
D95611,36623,232 hours and 33 minutes,380
D82174,7844,23 hours and 0 minutes,141
D21529,29967,235 hours and 27 minutes,259
D59694,11096,14 hours and 46 minutes,288
D55623,29529,42 hours and 45 minutes,786
D62799,15642,78 hours and 23 minutes,179
D79713,48372,199 hours and 7 minutes,669
D75875,44331,220 hours and 44 minutes,541
D36577,41805,78 hours and 48 minutes,1029
D64425,35401,63 hours and 37 minutes,841
D83671,17959,67 hours and 55 minutes,267
D72376,21780,121 hours and 23 minutes,248
D75422,17762,103 hours and 40 minutes,194
D54979,18213,37 hours and 47 minutes,482
D11551,10177,44 hours and 57 minutes,132
D51695,49149,299 hours and 40 minutes,514
D71313,34151,95 hours and 40 minutes,597
D28466,21903,141 hours and 53 minutes,223
D78147,32354,48 hours and 43 minutes,923
D96578,6353,39 hours and 54 minutes,67
D46348,30440,16 hours and 0 minutes,961
D86681,14583,57 hours and 13 minutes,204
D68264,33889,80 hours and 41 minutes,638
D83869,4202,2 hours and 44 minutes,108
D14572,23572,70 hours and 12 minutes,391
D56783,15275,24 hours and 56 minutes,327
D17868,15556,13 hours and 54 minutes,395
D88874,10507,50 hours and 45 minutes,128
D47676,19016,61 hours and 50 minutes,296
D77316,20787,124 hours and 47 minutes,219
D91626,40025,122 hours and 34 minutes,625
D14289,32365,127 hours and 34 minutes,438
D35583,8989,61 hours and 59 minutes,87
D36184,35525,73 hours and 4 minutes,776
D37347,26848,173 hours and 7 minutes,276
D34284,33216,191 hours and 30 minutes,368
D89493,30774,134 hours and 57 minutes,407
D41545,27072,170 hours and 58 minutes,272
D82459,9878,41 hours and 55 minutes,129
D64256,38008,135 hours and 44 minutes,559
D94158,16297,72 hours and 7 minutes,210
D26853,12073,21 hours and 55 minutes,248
D81124,28215,154 hours and 59 minutes,321
D66533,21039,76 hours and 9 minutes,290
D22321,11680,9 hours and 49 minutes,481
D48586,15462,90 hours and 50 minutes,165
D11711,7597,48 hours and 41 minutes,76
D46125,19885,70 hours and 29 minutes,331
D69186,16847,34 hours and 50 minutes,352
D71942,32133,181 hours and 44 minutes,359
D84113,11283,35 hours and 17 minutes,179
D69447,37713,230 hours and 56 minutes,391
D81155,25685,107 hours and 13 minutes,326
D93825,15615,100 hours and 32 minutes,162
D84499,26099,65 hours and 10 minutes,483
D75465,35560,93 hours and 6 minutes,738
D39642,18178,102 hours and 34 minutes,206
D15541,33050,118 hours and 55 minutes,491
D72168,8948,19 hours and 5 minutes,247
D49564,24033,111 hours and 3 minutes,294
D22563,26440,186 hours and 41 minutes,247
D16583,40282,284 hours and 59 minutes,386
D96423,45210,27 hours and 37 minutes,1988
D54454,22367,38 hours and 23 minutes,489
D87952,9433,50 hours and 43 minutes,104
D86627,23117,118 hours and 16 minutes,280
D45848,30799,218 hours and 36 minutes,289
D11153,26344,107 hours and 51 minutes,348
D98678,29965,187 hours and 24 minutes,307
D52345,44240,90 hours and 23 minutes,1007
D79361,5012,13 hours and 44 minutes,89
D63297,26842,30 hours and 9 minutes,685
D71591,13115,95 hours and 2 minutes,122
D98696,36817,172 hours and 7 minutes,468
D14132,19469,84 hours and 32 minutes,249
D43666,7087,21 hours and 29 minutes,121
D62115,29294,186 hours and 52 minutes,294
D82861,29073,24 hours and 0 minutes,1222
D19245,15334,96 hours and 50 minutes,155
D52161,12600,45 hours and 53 minutes,197
D85964,19136,147 hours and 33 minutes,169
D95127,37821,147 hours and 34 minutes,515
D94758,41684,238 hours and 50 minutes,461
D36236,29456,188 hours and 53 minutes,306
D67447,25904,124 hours and 26 minutes,330
D81772,24050,81 hours and 38 minutes,367
D43979,19748,90 hours and 38 minutes,234
D32192,34089,206 hours and 16 minutes,368
D72486,16300,128 hours and 12 minutes,144
D57638,26369,156 hours and 12 minutes,273
D57549,18332,65 hours and 50 minutes,272
D81727,9003,36 hours and 25 minutes,125
D81543,34734,122 hours and 35 minutes,556
D49465,18018,116 hours and 32 minutes,183
D92189,16523,112 hours and 13 minutes,166
D55172,41494,96 hours and 33 minutes,837
D18725,43804,207 hours and 13 minutes,558
D28446,16462,91 hours and 18 minutes,183
D18745,22932,88 hours and 19 minutes,361
D69265,22680,168 hours and 45 minutes,210
D13767,7719,44 hours and 49 minutes,81
D49783,16074,80 hours and 32 minutes,189
D41823,3967,23 hours and 58 minutes,41
D81744,3294,8 hours and 40 minutes,60
D48328,1671,5 hours and 36 minutes,26
D59265,17939,21 hours and 6 minutes,538
D87729,22737,67 hours and 20 minutes,454
D17248,20994,160 hours and 42 minutes,192
D99314,40856,250 hours and 48 minutes,422
D73238,29806,28 hours and 11 minutes,1187
D17529,9739,76 hours and 2 minutes,85
D12152,35278,106 hours and 54 minutes,592
D65584,34686,110 hours and 43 minutes,544
D28999,24283,16 hours and 24 minutes,1020
D28258,12424,66 hours and 57 minutes,145
D47671,47823,304 hours and 33 minutes,492
D11286,20285,101 hours and 41 minutes,246
D48684,21372,68 hours and 23 minutes,351
D35197,40049,68 hours and 8 minutes,852
D21257,40265,209 hours and 55 minutes,468
D51965,29657,26 hours and 26 minutes,882
D24948,21946,101 hours and 44 minutes,275
D19741,29587,49 hours and 30 minutes,604
D66646,18279,21 hours and 30 minutes,598
D17541,34906,165 hours and 47 minutes,441
D41654,48007,194 hours and 1 minutes,731
D71532,28592,20 hours and 28 minutes,1252
D43914,10409,25 hours and 59 minutes,204
D43365,11416,60 hours and 27 minutes,133
D83534,25167,161 hours and 59 minutes,258
D18149,23493,49 hours and 45 minutes,539
D97573,17473,57 hours and 25 minutes,287
D78659,5227,36 hours and 47 minutes,50
D39194,21528,147 hours and 54 minutes,203
D86348,31628,217 hours and 31 minutes,306
D52297,19803,54 hours and 11 minutes,342
D19564,5623,37 hours and 13 minutes,58
D25389,23625,67 hours and 32 minutes,421
D52323,14005,11 hours and 38 minutes,440
D82565,17356,62 hours and 47 minutes,260
D27214,13268,69 hours and 3 minutes,162
D88657,11138,37 hours and 5 minutes,165
D49773,9611,68 hours and 47 minutes,91
D53365,10114,22 hours and 5 minutes,219
D84619,38932,217 hours and 43 minutes,416
D61199,31462,215 hours and 46 minutes,297
D82662,32043,43 hours and 40 minutes,698
D97995,14266,104 hours and 28 minutes,132
D92517,4416,5 hours and 53 minutes,134
D21724,18383,55 hours and 45 minutes,306
D63398,14260,60 hours and 46 minutes,206
D57586,26201,191 hours and 10 minutes,246
D69967,24283,189 hours and 50 minutes,218
D85817,43052,129 hours and 57 minutes,774
D98393,17719,93 hours and 58 minutes,203
D34848,27771,112 hours and 11 minutes,372
D56369,33743,60 hours and 22 minutes,725
D48962,48294,206 hours and 32 minutes,642
D62789,28210,169 hours and 40 minutes,295
D92251,9553,40 hours and 42 minutes,131
D18749,12852,18 hours and 45 minutes,515
D73877,44913,197 hours and 54 minutes,574
D85675,34620,147 hours and 9 minutes,468
D56363,45177,62 hours and 3 minutes,1191
D65283,1603,1 hours and 52 minutes,41
D86283,28599,62 hours and 19 minutes,583
D89731,30145,24 hours and 48 minutes,878
D96838,29733,235 hours and 31 minutes,264
D48821,37777,281 hours and 35 minutes,345
D38873,29975,15 hours and 51 minutes,1323
D58559,7358,40 hours and 26 minutes,84
D59545,7356,7 hours and 57 minutes,179
D89542,13518,107 hours and 13 minutes,119
D21872,1705,11 hours and 53 minutes,16
D89466,14532,81 hours and 36 minutes,160
D69867,11401,83 hours and 41 minutes,105
D25136,38143,21 hours and 11 minutes,2355
D66988,27515,16 hours and 32 minutes,1045
D17863,4961,24 hours and 34 minutes,60
D35385,14591,9 hours and 23 minutes,679
D49737,27981,78 hours and 20 minutes,436
D64283,1398,8 hours and 44 minutes,14
D32268,24270,60 hours and 55 minutes,546
D83854,13040,60 hours and 29 minutes,180
D33614,48472,286 hours and 36 minutes,522
D31492,5945,37 hours and 23 minutes,62
D73722,6253,22 hours and 40 minutes,89
D27226,20169,13 hours and 48 minutes,615
D22751,24291,183 hours and 53 minutes,220
D41123,36835,182 hours and 27 minutes,467
D53785,3858,3 hours and 13 minutes,117
D79332,16980,57 hours and 46 minutes,272
D13326,29638,22 hours and 13 minutes,1095
D34214,30438,62 hours and 24 minutes,632
D96143,29979,144 hours and 8 minutes,370
D47424,6951,10 hours and 15 minutes,194
D97961,32301,34 hours and 50 minutes,1408
D22239,8101,10 hours and 37 minutes,191
D78625,33864,218 hours and 14 minutes,338
D84219,13540,84 hours and 38 minutes,139
D64686,35268,63 hours and 15 minutes,904
D19891,25300,180 hours and 9 minutes,240
D47961,48933,52 hours and 32 minutes,1280
D72652,21361,63 hours and 30 minutes,379
D31665,32327,168 hours and 33 minutes,373
D96938,22746,36 hours and 36 minutes,437
D94113,7063,38 hours and 4 minutes,82
D33365,6634,45 hours and 8 minutes,65
D87951,41380,280 hours and 50 minutes,409
D68224,3566,2 hours and 36 minutes,124
D36117,38383,29 hours and 22 minutes,1565
D37979,23292,150 hours and 28 minutes,246
D54943,7435,51 hours and 57 minutes,71
D26767,13649,8 hours and 55 minutes,731
D69692,32278,142 hours and 59 minutes,407
D21473,2998,6 hours and 24 minutes,74
D71858,31251,233 hours and 29 minutes,289
D44159,5236,39 hours and 39 minutes,46
D79446,10450,7 hours and 8 minutes,364
D12454,5912,18 hours and 26 minutes,106
D51696,9867,55 hours and 46 minutes,109
D96527,25939,61 hours and 36 minutes,489
D72541,32825,256 hours and 21 minutes,291
D38124,44058,83 hours and 59 minutes,870
D33553,2300,9 hours and 30 minutes,32
D22196,36143,64 hours and 51 minutes,786
D29647,42297,121 hours and 49 minutes,822
D91392,15639,13 hours and 50 minutes,677
D67928,21183,54 hours and 0 minutes,380
D75897,22382,162 hours and 59 minutes,210
D23133,8752,8 hours and 57 minutes,299
D45994,46762,175 hours and 51 minutes,697
D22949,15059,26 hours and 5 minutes,327
D77346,30598,141 hours and 18 minutes,386
D19381,26919,122 hours and 48 minutes,336
D99379,35917,143 hours and 5 minutes,506
D27228,43374,54 hours and 5 minutes,1181
D66598,12646,84 hours and 36 minutes,125
D51233,38126,166 hours and 44 minutes,509
D39491,49853,181 hours and 44 minutes,743
D84784,9538,57 hours and 2 minutes,103
D31595,28845,53 hours and 42 minutes,650
D36786,15844,40 hours and 12 minutes,290
D26866,14704,32 hours and 27 minutes,302
D67731,13165,91 hours and 40 minutes,127
D81492,13872,29 hours and 46 minutes,300
D69127,30260,241 hours and 13 minutes,264
D57888,32762,218 hours and 14 minutes,324
D65871,41560,62 hours and 1 minutes,1158
D11889,24924,143 hours and 27 minutes,282
D71485,24583,27 hours and 33 minutes,1061
D53416,20156,75 hours and 30 minutes,314
D87131,47972,244 hours and 22 minutes,577
D13188,17150,81 hours and 27 minutes,202
D94219,27714,186 hours and 28 minutes,273
D25632,48121,319 hours and 39 minutes,467
D49155,15859,77 hours and 53 minutes,186
D35544,22096,171 hours and 22 minutes,197
D66955,37129,81 hours and 48 minutes,826
D16958,1838,2 hours and 51 minutes,52
D35784,11405,78 hours and 23 minutes,108
D43677,4288,17 hours and 32 minutes,55
D21122,10356,6 hours and 42 minutes,343
D24646,4145,16 hours and 9 minutes,57
D21126,7977,9 hours and 1 minutes,187
D51227,11282,13 hours and 8 minutes,313
D94732,43513,54 hours and 37 minutes,1310
D11561,3452,14 hours and 11 minutes,46
D21649,37374,225 hours and 15 minutes,394
D86915,26266,201 hours and 50 minutes,234
D89257,4215,33 hours and 23 minutes,36
D22585,28111,25 hours and 28 minutes,712
D71145,5719,12 hours and 35 minutes,113
D49895,16054,70 hours and 35 minutes,221
D95458,16080,115 hours and 10 minutes,152
D37389,14859,44 hours and 50 minutes,257
D88239,34171,48 hours and 21 minutes,1077
D64349,36378,262 hours and 8 minutes,343
D81613,8016,36 hours and 52 minutes,106
D31317,23169,90 hours and 54 minutes,350
D17674,15717,25 hours and 8 minutes,406
D35582,23002,90 hours and 56 minutes,332
D73441,17526,41 hours and 32 minutes,363
D22798,37611,234 hours and 36 minutes,392
D76733,34367,150 hours and 47 minutes,415
D99123,37359,119 hours and 18 minutes,662
D22674,25085,193 hours and 9 minutes,220
D32973,8929,25 hours and 8 minutes,155
D67374,37917,143 hours and 52 minutes,549
D32252,8424,19 hours and 53 minutes,197
D14913,43289,268 hours and 38 minutes,447
D65896,23192,114 hours and 34 minutes,301
D16247,36294,41 hours and 7 minutes,1447
D77646,7201,41 hours and 49 minutes,81
D49511,32569,123 hours and 2 minutes,473
D64745,36860,254 hours and 30 minutes,364
D69839,16009,62 hours and 21 minutes,222
D74299,32656,200 hours and 50 minutes,344
D59323,15721,39 hours and 13 minutes,327
D45426,5787,11 hours and 49 minutes,146
D92616,11988,43 hours and 33 minutes,166
D44664,30279,39 hours and 21 minutes,691
D88284,12936,42 hours and 16 minutes,206
D83976,27149,192 hours and 34 minutes,258
D78434,38182,100 hours and 40 minutes,728
D23939,44191,160 hours and 13 minutes,668
D85866,30058,184 hours and 26 minutes,321
